"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"1358";"Distoechurus_pennatus";0,00125504235;25,09959195765;25,100847;1988,5;39,5;45,5;34,1508704144111;35,7433251953125;0,00313150587084793;0,00348666614977694;25,1;181,216156748414;"Diprotodontia";"Acrobatidae";"Distoechurus";"pennatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";44,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";60;0;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";884675,006231088;"Distoechurus pennatus"
"599";"Carterodon_sulcidens";0,1005463;25,0360287;25,136575;1209;41;44;25,3493360405771;28,1084646173096;3,89302285451177e-05;5,31110248533637e-05;25,136575;86,9218185860058;"Rodentia";"Echimyidae";"Carterodon";"sulcidens";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";113,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";465618,424332152;"Carterodon sulcidens"
"720";"Chaetomys_subspinosus";1,2947725;24,6006775;25,89545;428;42;36;26,9776567942347;34,9888434692383;0,000214717738311515;0,000286336958819779;25,89545;87,4249171239925;"Rodentia";"Erethizontidae";"Chaetomys";"subspinosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1300;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";297995,791572577;"Chaetomys subspinosus"
"1873";"Heliophobius_argenteocinereus";0,0012250595;24,4999649405;24,50119;1990;43;48;26,1346174047349;33,9182922192383;0,000248358927187458;0,000331601638117732;24,50119;87,6534709586692;"Rodentia";"Bathyergidae";"Heliophobius";"argenteocinereus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";181;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2514339,49139362;"Heliophobius argenteocinereus"
"1778";"Glironia_venusta";0,0012247665;24,4941052335;24,49533;1991;44;49;26,6301997053969;47,2929775;0,00895337262690189;0,00881875537615844;24,49533;181,590710118333;"Didelphimorphia";"Didelphidae";"Glironia";"venusta";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";114;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";40;20;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3408326,86611135;"Glironia venusta"
"2051";"Hylomys_megalotis";0,00122391325;24,47704108675;24,478265;1992;45;50;27,7019528942013;41,052579765625;0,00130401574288196;0,00161013514232894;24,478265;94,7447003695764;"Eulipotyphla";"Erinaceidae";"Hylomys";"megalotis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";58,5;"Assumed isometric based on head-body length";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";"Hylomys_suillus";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";"Occurs on mainland";"DD";"No";6;17;77;"Imputed 000 Species";"PHYLACINE 1.2";55874,2109198582;"Hylomys megalotis"
"4681";"Scapanulus_oweni";0,00120743475;24,14748756525;24,148695;1993;46;53;27,5546314739839;34,6789691992187;0,000792768341589788;0,00100995826486011;24,148695;94,8845331306808;"Eulipotyphla";"Talpidae";"Scapanulus";"oweni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";36,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";2;1;97;"Imputed 000 Species";"PHYLACINE 1.2";558742,109198582;"Scapanulus oweni"
"4120";"Potos_flavus";0,0012;23,9988;24;1994;47;56;24,6709642553642;28,0835548400879;0,000194536591765399;0,000254176526461967;24;92,9803995884068;"Carnivora";"Procyonidae";"Potos";"flavus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";14219986,6791039;"Potos flavus"
"2190";"Lagostomus_maximus";0,00117948600000566;23,5885405141132;23,5897200001132;1995;48;57;17,2046429951403;18,4488133673096;7,95278667645965e-05;0,000108220811974362;8,13709;87,3428184668153;"Rodentia";"Chinchillidae";"Lagostomus";"maximus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4647,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1862473,69732861;"Lagostomus maximus"
"4474";"Rhinoceros_unicornis";1,21808724122534;23,1436575832815;24,3617448245069;443;49;51;20,228103763787;20,4821315551758;0,000442879548934968;0,000569969825177448;8,04504;94,8545679506088;"Perissodactyla";"Rhinocerotidae";"Rhinoceros";"unicornis";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1602333;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";121060,790326359;"Rhinoceros unicornis"
"4060";"Platacanthomys_lasiurus";1,2144454058875;23,0744627118625;24,28890811775;447;50;52;36,9630053062347;39,7632963769531;0,000479608021745382;0,000628576715549243;24,287645;83,5610645935517;"Rodentia";"Platacanthomyidae";"Platacanthomys";"lasiurus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";75;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";139685,527299646;"Platacanthomys lasiurus"
"5258";"Tomopeas_ravus";16,6194903104788;22,9507247144707;39,5702150249494;13;51;14;42,9629737144495;45,4104187207031;0,000274298730659902;0,000364084306339739;39,570215;89,9366182061396;"Chiroptera";"Molossidae";"Tomopeas";"ravus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5,6;"Reported";"Meng, F., et al. 2016. Bats: Body mass index, forearm mass index, blood glucose levels and SLC2A2 genes for diabetes. Scientific Reports 6:29960.";NA;NA;"Occurs on mainland";"EN";"No";0;0;100;"Estimated Expert Species";"Gregorin, R. 2003. Comparative morphology of the tongue in free-tailed bats (Chiroptera, Molossidae). Iheringia, Série Zoologia 93:213-221.";288683,423085934;"Tomopeas ravus"
"1829";"Graphiurus_nagtglasii";0,0011328715;22,6562971285;22,65743;1997;52;60;24,149090934454;29,8347363769531;0,000332253209278787;0,000427051850883891;22,65743;88,18710606071;"Rodentia";"Gliridae";"Graphiurus";"nagtglasii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";45;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";40;40;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1415480,00996974;"Graphiurus nagtglasii"
"2612";"Mellivora_capensis";0,00111033225;22,20553466775;22,206645;1998;53;62;22,6391189295497;25,5393649200439;0,000109608482891969;0,000144793788095889;22,206645;92,9207106276796;"Carnivora";"Mustelidae";"Mellivora";"capensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";8500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";10;70;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";33077532,8645561;"Mellivora capensis"
"3045";"Muscardinus_avellanarius";0,00109613275;21,92155886725;21,922655;2000;54;63;23,6434535793461;30,0300113769531;0,00029714873996453;0,000380965587427793;21,922655;88,1875071359973;"Rodentia";"Gliridae";"Muscardinus";"avellanarius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";27,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";5075240,82522045;"Muscardinus avellanarius"
"5468";"Zenkerella_insignis";0,00108471525228821;21,693220330512;21,6943050457642;2001;55;64;30,9119267240832;35,7753763769531;0,000547844263971394;0,000712742210803583;21,694305;87,5247536631796;"Rodentia";"Anomaluridae";"Zenkerella";"insignis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";200;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";446993,687358866;"Zenkerella insignis"
"2373";"Lophiomys_imhausi";0,0010296995;20,5929603005;20,59399;2003;56;66;20,7759844924408;23,8135051689911;1,88495572205269e-05;2,57925404469689e-05;20,455535;77,1122101689247;"Rodentia";"Cricetidae";"Lophiomys";"imhausi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";755;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";744989,478931443;"Lophiomys imhausi"
"4116";"Potamogale_velox";0,0010217067656587;20,4331136064083;20,434135313174;2004;57;67;30,3009787319701;41,4306978125;0,00385890024484718;0,00453598500221048;20,43413;106,732872279197;"Afrosoricida";"Tenrecidae";"Potamogale";"velox";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";660;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4293001,87234244;"Potamogale velox"
"4631";"Saccolaimus_peli";0,00101522400000003;20,3034647760006;20,3044800000006;2005;58;68;23,940849933823;30,3837324707031;0,000126187953912453;0,000169239783585817;20,30448;90,3389075458755;"Chiroptera";"Emballonuridae";"Saccolaimus";"peli";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";100;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2654025,01869327;"Saccolaimus peli"
"4744";"Scotophilus_nux";0,001002021;20,039417979;20,04042;2006;59;73;21,4303531140746;26,3654728887939;2,95982631250611e-05;4,18585019967104e-05;20,04042;89,0154104921969;"Chiroptera";"Vespertilionidae";"Scotophilus";"nux";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";30;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1527228,43180946;"Scotophilus nux"
"4826";"Sorex_alpinus";0,0803888800533204;20,0168311332768;20,0972200133301;1271;60;71;21,0337213106258;26,0368301123047;0,000184055418169188;0,000234068007127235;20,09722;92,4057364465786;"Eulipotyphla";"Soricidae";"Sorex";"alpinus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";968486,322610876;"Sorex alpinus"
"4530";"Rhinolophus_rufus";0,08;19,92;20;1272;61;74;20,4811137481407;36,3262548828125;0,000210634490759468;0,000274391763954028;20;90,906096724404;"Chiroptera";"Rhinolophidae";"Rhinolophus";"rufus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";30;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";242121,580652719;"Rhinolophus rufus"
"210";"Antilocapra_americana";0,0009852455;19,7039247545;19,70491;2008;62;75;14,9202547718652;20,3842318603516;0,000112466059730153;0,000149449061654732;12,8569;91,821495575373;"Cetartiodactyla";"Antilocapridae";"Antilocapra";"americana";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";46082,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.";3426951,60308464;"Antilocapra americana"
"1866";"Harpiocephalus_harpia";0,00098022035439625;19,6034268675706;19,604407087925;2009;63;76;20,6182047227911;23,940723065033;2,08945270834209e-05;2,98013443976624e-05;19,6044;89,04027848225;"Chiroptera";"Vespertilionidae";"Harpiocephalus";"harpia";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";16,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1983534,48765497;"Harpiocephalus harpia"
"1510";"Eptesicus_nasutus";0,000979086;19,580740914;19,58172;2010;64;77;19,7643815055388;22,043332529068;7,86841594250954e-06;1,13645694738688e-05;19,58172;88,5040717947179;"Chiroptera";"Vespertilionidae";"Eptesicus";"nasutus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2821647,65145284;"Eptesicus nasutus"
"2469";"Macrotus_californicus";0,000976785909375;19,5347414015906;19,5357181875;2012,5;65,5;78,5;25,5006072214092;26,7953051525879;6,94730722058894e-05;9,61084149989586e-05;19,535055;89,7346161447436;"Chiroptera";"Phyllostomidae";"Macrotus";"californicus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";11,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1098859,48142388;"Macrotus californicus"
