"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"2768";"Micronycteris_minuta";0,00039777609684975;7,95512416089815;7,955521936995;2353;514;585;13,7797603041932;15,4075506231689;2,75415099266147e-05;3,84999546273235e-05;7,22167;89,772308545704;"Chiroptera";"Phyllostomidae";"Micronycteris";"minuta";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";11;0;89;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";13353936,4098461;"Micronycteris minuta"
"3356";"Neotoma_mexicana";0,000397741675;7,954435758325;7,9548335;2354;515;586;8,00756646247488;9,69339432995796;2,58588543290175e-06;3,64168275942119e-06;6,71072;77,1413208360487;"Rodentia";"Cricetidae";"Neotoma";"mexicana";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";203;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2411903,43804055;"Neotoma mexicana"
"3327";"Neotamias_minimus";0,000396977250293071;7,93914802861113;7,93954500586143;2355;516;588;9,1379743450565;11,3172451538467;1,42965960577838e-05;1,93188507589326e-05;7,939545;86,7778226522038;"Rodentia";"Sciuridae";"Neotamias";"minimus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";135,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";6630406,36248984;"Neotamias minimus"
"387";"Beamys_hindei";0,000396020501328067;7,92001400606001;7,92041002656134;2356;517;591;10,811528921084;13,9561486543274;1,678721352189e-05;2,31135948164843e-05;7,92041;78,1298747221746;"Rodentia";"Nesomyidae";"Beamys";"hindei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";75,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";735677,1104448;"Beamys hindei"
"4805";"Sminthopsis_hirtipes";0,000396003000005823;7,91966399711644;7,92006000011645;2357;518;592;9,86400811572743;9,23376260009766;0,000220051564790276;0,000238798296120457;7,92006;181,129093098954;"Dasyuromorphia";"Dasyuridae";"Sminthopsis";"hirtipes";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";15;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;20;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1452729,48391631;"Sminthopsis hirtipes"
"1144";"Ctenomys_maulinus";0,0003955355;7,9103144645;7,91071;2358;519;594;8,8864644701015;10,4708970944262;2,47726394432532e-06;3,46377637245805e-06;7,763335;86,7967568676042;"Rodentia";"Ctenomyidae";"Ctenomys";"maulinus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";215;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";130373,158813003;"Ctenomys maulinus"
"420";"Boselaphus_tragocamelus";0,000394999325;7,899591500675;7,8999865;2359;520;596;11,2374050179201;12,4814271075439;2,75300453004148e-05;3,69450108501599e-05;7,59976;91,6825024824215;"Cetartiodactyla";"Bovidae";"Boselaphus";"tragocamelus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";169000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2737836,33507305;"Boselaphus tragocamelus"
"3644";"Otonycteris_hemprichii";0,000394425500001698;7,88811557453395;7,88851000003395;2360;521;597;9,92531949162544;12,5246212255287;3,19053283618587e-06;4,67460946362389e-06;7,88851;88,6256731469731;"Chiroptera";"Vespertilionidae";"Otonycteris";"hemprichii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";23,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2411903,43804055;"Otonycteris hemprichii"
"5318";"Trinycteris_nicefori";0,000393338750000001;7,86638166125002;7,86677500000002;2361;522;598;9,35079620418166;11,5973376458311;2,7446280256549e-06;3,96525215708613e-06;7,866775;89,3309273220717;"Chiroptera";"Phyllostomidae";"Trinycteris";"nicefori";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";20;0;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";5429110,82771289;"Trinycteris nicefori"
"3257";"Natalus_tumidirostris";0,000391603000000001;7,83166839700002;7,83206000000002;2362;523;601;12,5813989144147;17,7610121655273;8,26689507059858e-05;0,000108914964074551;7,83206;90,0803765786314;"Chiroptera";"Natalidae";"Natalus";"tumidirostris";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,4;"Reported";"Bulletin of the American Museum of Natural History 353:1-140 (2011)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1881098,43430189;"Natalus tumidirostris"
"2930";"Monticolomys_koopmani";0,000390656117023735;7,81273168435768;7,8131223404747;2363;524;603;9,91123602647239;13,4048364668274;1,43119604979576e-05;1,98218412773539e-05;7,813025;78,1362566086434;"Rodentia";"Nesomyidae";"Monticolomys";"koopmani";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";25;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";121060,790326359;"Monticolomys koopmani"
"4057";"Planigale_maculata";0,0003905937529;7,8114844642471;7,811875058;2364;525;604;10,3468875740605;12,7444917578125;0,000740401602068368;0,000793856443925505;7,811865;181,1433948225;"Dasyuromorphia";"Dasyuridae";"Planigale";"maculata";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";11;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1955597,38219504;"Planigale maculata"
"3723";"Parascaptor_leucura";0,000389977;7,799150023;7,79954;2365;526;605;10,4229593800836;12,5250110757446;0,000103300392054929;0,000135562787370832;7,79954;94,7503303755788;"Eulipotyphla";"Talpidae";"Parascaptor";"leucura";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";45,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";717052,373471514;"Parascaptor leucura"
"2712";"Microcavia_shiptoni";0,0312940000701421;7,79220601746538;7,82350001753552;1487;527;602;11,4365673001871;13,2317649521637;2,42117127986109e-05;3,35763984293723e-05;7,8235;87,3518674909964;"Rodentia";"Caviidae";"Microcavia";"shiptoni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";185;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";74498,9478931443;"Microcavia shiptoni"
"3293";"Neohylomys_hainanensis";5,63685906144213;7,78423394199151;13,4210930034336;72;528;182;18,929199858487;21,4015061914062;0,000550573422233962;0,000695391264303823;13,42109;94,7361390224661;"Eulipotyphla";"Erinaceidae";"Neohylomys";"hainanensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";59,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"EN";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Neohylomys hainanensis"
"1579";"Euphractus_sexcinctus";0,000388886750009766;7,7773461134453;7,77773500019531;2366;529;606;13,120313515962;20,6932009375;0,000699512019033461;0,00079522204742568;7,228725;104,901501269937;"Cingulata";"CingulataFam";"Euphractus";"sexcinctus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4782,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";8576691,37619824;"Euphractus sexcinctus"
"2113";"Indopacetus_pacificus";0,000387741250702492;7,75443727279913;7,75482501404984;2367;530;608;10,4507968963035;13,169953299408;5,43039815218907e-05;7,30901639884549e-05;7,754825;92,921956002401;"Cetartiodactyla";"Ziphiidae";"Indopacetus";"pacificus";0;1;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2200000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Exclusively marine";"DD";"No";0;0;100;"Reported Observed Species";"Yatabe, A., et al. 2010. Stomach contents and structure of a Longman's beaked whale (Indopacetus pacificus) stranded in Kyushu, Japan. Aquatic Mammals 36:172-177.";113620207,905532;"Indopacetus pacificus"
"4972";"Sturnira_bidens";0,00038755875;7,75078744125;7,751175;2368;531;609;8,67610265931825;9,70879328702688;1,50551443422896e-06;2,19258079429969e-06;7,51274;89,2655169164809;"Chiroptera";"Phyllostomidae";"Sturnira";"bidens";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";17,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1136108,95537045;"Sturnira bidens"
"2098";"Hystrix_pumila";0,406779315304258;7,72880699078089;8,13558630608515;791;532;564;11,2324220584285;10,261829052887;5,00894158052518e-05;6,6836125385957e-05;4,182235;87,7276545283828;"Rodentia";"Hystricidae";"Hystrix";"pumila";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2740;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";93123,6848664304;"Hystrix pumila"
"5147";"Tarsius_wallacei";0,000385783910072945;7,71529241754883;7,7156782014589;2370;533;613;13,4670140503302;13,0622433789063;0,00046408163039194;0,000564539592542219;4,570575;93,1334705625107;"Primates";"Tarsiidae";"Tarsius";"wallacei";1;0;0;0;"Imputed";"PHYLACINE 1.2";106;"Reported";"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.";NA;NA;"Occurs only on isolated islands";"DD";"No";1;6;93;"Imputed 000 Species";"PHYLACINE 1.2";55874,2109198582;"Tarsius wallacei"
"180";"Anisomys_imitator";0,0003857169246125;7,71395277532539;7,71433849225;2371;534;614;8,10719708800133;9,80963735483587;5,46390910086143e-07;7,81881124390566e-07;6,94307;76,4784161104442;"Rodentia";"Muridae";"Anisomys";"imitator";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";510,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";428368,95038558;"Anisomys imitator"
"743";"Chilonatalus_micropus";0,030977939675308;7,71350697915169;7,744484918827;1488,5;535,5;610,5;14,746772654494;16,2630699707031;0,000110904669919216;0,000145741759894938;7,71974;90,0853353738638;"Chiroptera";"Natalidae";"Chilonatalus";"micropus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";3,5;"Reported";"Bulletin of the American Museum of Natural History 353:1-140 (2011)";NA;NA;"Occurs only on isolated islands";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";512180,266765367;"Chilonatalus micropus"
"744";"Chilonatalus_tumidifrons";0,030977939675308;7,71350697915169;7,744484918827;1488,5;535,5;610,5;14,746772654494;16,2630699707031;0,000110904669695191;0,00014574175987547;7,71974;90,0853353738638;"Chiroptera";"Natalidae";"Chilonatalus";"tumidifrons";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";3,3;"Reported";"Bulletin of the American Museum of Natural History 353:1-140 (2011)";NA;NA;"Occurs only on isolated islands";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";102436,053353073;"Chilonatalus tumidifrons"
"4753";"Scutisorex_somereni";0,0003855395571;7,71040560244291;7,71079114200001;2372;537;616;9,6840921244958;12,2549599749756;4,85681047870453e-05;6,27926462654837e-05;7,031135;92,3104071411422;"Eulipotyphla";"Soricidae";"Scutisorex";"somereni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";91,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";633241,057091726;"Scutisorex somereni"
"2064";"Hylonycteris_underwoodi";0,0003848722713375;7,69706055447866;7,69744542675;2373;538;618;10,7424749657247;11,9054810887527;4,14527517357437e-06;5,91289714268658e-06;7,69738;89,4066290790602;"Chiroptera";"Phyllostomidae";"Hylonycteris";"underwoodi";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";381807,107952364;"Hylonycteris underwoodi"
"2991";"Murina_aurata";0,000384812;7,695855188;7,69624;2374;539;619;9,68987400233193;11,4787897344255;5,05745519302688e-06;7,31007159368711e-06;6,716725;89,0197823675184;"Chiroptera";"Vespertilionidae";"Murina";"aurata";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,3;"Reported";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";744989,478931443;"Murina aurata"
"510";"Callorhinus_ursinus";0,405;7,695;8,1;793;540;568;9,58518831359667;15,6898048400879;0,000102593953788799;0,000133009941959458;8,1;92,9939873092094;"Carnivora";"Otariidae";"Callorhinus";"ursinus";1;1;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";45133;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";19136917,2400514;"Callorhinus ursinus"
"611";"Cavia_magna";0,000383768655;7,674989331345;7,6753731;2375;541;620;10,0955144827268;12,5223362260818;1,55729250714516e-05;2,1779189358974e-05;7,325325;87,3476461987652;"Rodentia";"Caviidae";"Cavia";"magna";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";460;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";251433,949139362;"Cavia magna"
"3298";"Neomys_fodiens";0,000382921750388771;7,65805208602502;7,65843500777541;2376;542;621;10,7055662571772;13,3842447937012;5,377758292061e-05;6,90161112219288e-05;7,658435;92,4093482061396;"Eulipotyphla";"Soricidae";"Neomys";"fodiens";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";14,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";15970711,9545928;"Neomys fodiens"
"4812";"Sminthopsis_virginiae";0,000382488500055318;7,64938751260632;7,64977000110637;2377;543;622;9,56682903787851;9,07288311401367;0,00025471153095502;0,000275771994624978;7,64977;181,130696540902;"Dasyuromorphia";"Dasyuridae";"Sminthopsis";"virginiae";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";35,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;20;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";940549,217150947;"Sminthopsis virginiae"
"1350";"Dipodomys_ordii";0,00038212775;7,64217287225;7,642555;2378;544;623;9,39676882382347;10,6007282971191;4,2335428505158e-05;5,6076918454608e-05;7,642555;87,1387115511919;"Rodentia";"Heteromyidae";"Dipodomys";"ordii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";60,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4246440,02990922;"Dipodomys ordii"
"4880";"Sorex_raddei";0,00038187880234;7,63719416799766;7,6375760468;2379;545;624;9,73813663619953;11,805065632019;3,3767897131451e-05;4,42058811378485e-05;7,541695;92,3352394409192;"Eulipotyphla";"Soricidae";"Sorex";"raddei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";10;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";484243,161305438;"Sorex raddei"
"2251";"Lenothrix_canus";0,00038179475;7,63551320525;7,635895;2380;546;625;8,09035754932322;9,86733846604943;6,16558885451045e-07;8,66967540986421e-07;7,635895;76,5471483553421;"Rodentia";"Muridae";"Lenothrix";"canus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";135;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";63;1;36;"Imputed 000 Species";"PHYLACINE 1.2";502867,898278724;"Lenothrix canus"
"1580";"Eupleres_goudotii";0,400626838504248;7,61190993158072;8,01253677008497;798;547;579;11,5811229001165;11,240136522522;5,6616099643803e-05;7,46603878438679e-05;5,691485;92,9897624944263;"Carnivora";"Eupleridae";"Eupleres";"goudotii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"VU";"No";0;10;90;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";344557,634005792;"Eupleres goudotii"
"3968";"Phyllonycteris_poeyi";0,000380149655094916;7,60261295224322;7,60299310189832;2381;548;630;6,8471485238992;6,20167418879986;2,0169524894507e-06;2,90449561313901e-06;2,44742;89,4062934333733;"Chiroptera";"Phyllostomidae";"Phyllonycteris";"poeyi";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";22;"Reported";"Mammalian Species 852: 41-48 (2010)";NA;NA;"Occurs only on isolated islands";"LC";"No";70;0;30;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";484243,161305438;"Phyllonycteris poeyi"
"618";"Cebus_capucinus";0,000380142504322301;7,6024699439417;7,60285008644603;2382;549;631;8,19305004533921;9,07553868774414;3,39700388548104e-05;4,29076049401462e-05;6,118595;91,2816023820957;"Primates";"Cebidae";"Cebus";"capucinus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2733;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"Yes";70;10;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";0;"no/not easy equivalence with phylacine"
"1654";"Galea_spixii";0,000379844000002387;7,59650015604774;7,59688000004774;2383;550;633;11,4984380303458;11,3363837260818;1,67736980395917e-05;2,34518209644619e-05;7,59688;87,3526200874635;"Rodentia";"Caviidae";"Galea";"spixii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";326,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2058033,43554811;"Galea spixii"
"1646";"Galagoides_orinus";0,0305015000000027;7,59487350000067;7,62537500000067;1495;551;627;10,519265723834;9,99751818847656;0,000116004664479051;0,000148503550118606;6,795885;93,1429589049906;"Primates";"Galagidae";"Galagoides";"orinus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";97;"Reported";"American Journal of Primatology 69: 16-26 (2007)";NA;NA;"Occurs on mainland";"NT";"No";80;0;20;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";139685,527299646;"Galagoides orinus"
"4764";"Setonix_brachyurus";0,3996155;7,5926945;7,99231;799;552;581;8,80770187221333;9,87081578735351;0,000108394540507713;0,000123292915956556;7,854295;180,616859942549;"Diprotodontia";"Macropodidae";"Setonix";"brachyurus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3250;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";111748,421839716;"Setonix brachyurus"
