"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"699";"Chaerephon_pumilus";0,0002222967184662;4,44571207260554;4,44593436932401;2825;1190;1353;7,64106665381837;7,55346488349021;3,12548120197331e-06;4,53904389150989e-06;4,226525;89,5799576556337;"Chiroptera";"Molossidae";"Chaerephon";"pumilus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";11,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9805924,01643512;"Chaerephon pumilus"
"700";"Chaerephon_russatus";0,000155659290053598;3,1130301417819;3,11318580107196;3268;1813;2062;6,9893792927579;6,55323775770307;2,97229038964035e-06;4,26235612132664e-06;2,78591;89,5838168633168;"Chiroptera";"Molossidae";"Chaerephon";"russatus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";16,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";735677,1104448;"Chaerephon russatus"
"701";"Chaerephon_solomonis";8,96500263273746e-05;1,79291087652116;1,79300052654749;4044;2967;3262;4,81460848228215;3,56380496020466;1,29466061790444e-06;1,85845684685026e-06;1,31699;89,5823079454639;"Chiroptera";"Molossidae";"Chaerephon";"solomonis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";12,3;"Reported";"Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994)";NA;NA;"Occurs only on isolated islands";"LC";"No";0;0;100;"Estimated Expert Family";"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94.";55874,2109198582;"Chaerephon solomonis"
"702";"Chaerephon_tomensis";1,03958505677771;1,43561745935969;2,4752025161374;520;3444;2583;6,33156802798514;5,79135186535478;2,41786994556232e-06;3,49916972420095e-06;2,39814;89,5825238801235;"Chiroptera";"Molossidae";"Chaerephon";"tomensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,1;"Reported";"Journal of Mammalogy 74: 901-907 (1993)";NA;NA;"Occurs only on isolated islands";"EN";"No";0;0;100;"Estimated Expert Family";"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94.";18624,7369732861;"Chaerephon tomensis"
"703";"Chaetocauda_sichuanensis";4,33916910019902;5,99218590027484;10,3313550004739;108;790;404;13,8031711039188;14,6911725158691;9,57985366794167e-05;0,000125096774294744;10,331355;88,1737636314526;"Rodentia";"Gliridae";"Chaetocauda";"sichuanensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";30,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";70;20;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Chaetocauda sichuanensis"
"704";"Chaetodipus_arenarius";0,000321765673129951;6,43499169692589;6,43531346259902;2498;722;815;9,31998468913848;8,33060982620239;1,65510549460756e-05;2,24186201220676e-05;6,435265;87,1349435954382;"Rodentia";"Heteromyidae";"Chaetodipus";"arenarius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";23;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";297995,791572577;"Chaetodipus arenarius"
"705";"Chaetodipus_artus";7,04648120000072e-05;1,40922577518814;1,40929624000014;4376;3481;3784;6,01257866506273;5,03009150928497;7,37081528207264e-06;1,00017243616233e-05;1,392405;87,1327243517407;"Rodentia";"Heteromyidae";"Chaetodipus";"artus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";22,2;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";204872,106706147;"Chaetodipus artus"
"706";"Chaetodipus_baileyi";0,000202622161511624;4,05224060807098;4,05244323023249;2938,5;1334,5;1529,5;9,87913649288702;10,1601599298096;3,41619155282299e-05;4,55824429791859e-05;4,052055;87,1417713805522;"Rodentia";"Heteromyidae";"Chaetodipus";"baileyi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";26,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";456306,055845509;"Chaetodipus baileyi"
"707";"Chaetodipus_californicus";0,000351385298073771;7,02735457617734;7,02770596147541;2428;624;714;9,4296005958311;8,79640084182739;1,67231176639492e-05;2,25830086694499e-05;7,02769;87,1351256679815;"Rodentia";"Heteromyidae";"Chaetodipus";"californicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";22;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";297995,791572577;"Chaetodipus californicus"
"708";"Chaetodipus_eremicus";0,000167309248161135;3,34601765397454;3,3461849632227;3172;1675;1917;6,91795785018009;5,45614285474777;9,096369302367e-06;1,22496293431324e-05;3,346155;87,1337179274567;"Rodentia";"Heteromyidae";"Chaetodipus";"eremicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";19;"Reported";"Mammalian Species 768: 1-3 (2005)";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";754301,847418086;"Chaetodipus eremicus"
"709";"Chaetodipus_fallax";0,000356555810379246;7,13075965177455;7,13111620758493;2423;618;701;9,59880375502725;8,72860860012054;1,71204320121594e-05;2,31437998329674e-05;7,1311;87,1350278254159;"Rodentia";"Heteromyidae";"Chaetodipus";"fallax";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";18,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";195559,738219504;"Chaetodipus fallax"
"710";"Chaetodipus_formosus";0,00063386375007096;12,6766411376691;12,6772750014192;2113;185;218;13,9425214795965;16,3251409533691;5,46304170191133e-05;7,28665121389752e-05;12,677275;87,1425335568513;"Rodentia";"Heteromyidae";"Chaetodipus";"formosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";19,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";633241,057091726;"Chaetodipus formosus"
"711";"Chaetodipus_goldmani";0,00557046456200001;1,387045675938;1,3926161405;1814;3528;3813;6,01257866506273;5,03009150928497;7,37081567235474e-06;1,00017243572804e-05;1,392405;87,1327243517407;"Rodentia";"Heteromyidae";"Chaetodipus";"goldmani";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";23;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";148997,895786289;"Chaetodipus goldmani"
"712";"Chaetodipus_hispidus";0,00060414;12,08219586;12,0828;2133;217;262;13,421987416593;15,7681859533691;5,00565317666585e-05;6,66616925826184e-05;12,0828;87,1420221480021;"Rodentia";"Heteromyidae";"Chaetodipus";"hispidus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";32;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2961333,17875249;"Chaetodipus hispidus"
"713";"Chaetodipus_intermedius";0,000270821006561403;5,41614931022151;5,41642013122807;2626;906;1036;7,81400451205583;6,75705244459152;1,05253955753819e-05;1,43289345377683e-05;5,41642;87,1327106208198;"Rodentia";"Heteromyidae";"Chaetodipus";"intermedius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";16,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";810176,058337944;"Chaetodipus intermedius"
"714";"Chaetodipus_lineatus";0,0101207120706063;2,52005730558097;2,53017801765158;1704;2265;2537;6,50188388209165;4,98119640784264;8,1065391143947e-06;1,10747765869572e-05;2,52996;87,1327106208198;"Rodentia";"Heteromyidae";"Chaetodipus";"lineatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";23;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";46561,8424332152;"Chaetodipus lineatus"
"715";"Chaetodipus_nelsoni";0,000253339756591407;5,06654179207155;5,06679513182814;2689;992;1140;7,62970279888114;6,48703504444122;9,82198109664283e-06;1,33139016582257e-05;5,066795;87,1332079094495;"Rodentia";"Heteromyidae";"Chaetodipus";"nelsoni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";15,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";772926,584391372;"Chaetodipus nelsoni"
"716";"Chaetodipus_penicillatus";0,000192500250662275;3,84981251299484;3,8500050132455;3016;1435;1641;7,12919398506909;6,91027512794495;1,02853140607935e-05;1,38601456957744e-05;3,850005;87,1338443105814;"Rodentia";"Heteromyidae";"Chaetodipus";"penicillatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";16,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";717052,373471514;"Chaetodipus penicillatus"
"717";"Chaetodipus_pernix";0,000176760299433567;3,5350292283719;3,53520598867134;3119;1579;1808;7,01973843622221;5,60549968948364;9,53401512849883e-06;1,2804663995083e-05;3,5352;87,1337179274567;"Rodentia";"Heteromyidae";"Chaetodipus";"pernix";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";17;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Chaetodipus pernix"
"718";"Chaetodipus_rudinoris";0,000202622161511624;4,05224060807098;4,05244323023249;2938,5;1334,5;1529,5;9,87913649288702;10,1601599298096;3,41619172958117e-05;4,55824429775817e-05;4,052055;87,1417713805522;"Rodentia";"Heteromyidae";"Chaetodipus";"rudinoris";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";26;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";335245,265519149;"Chaetodipus rudinoris"
"719";"Chaetodipus_spinatus";0,000453575500000003;9,07105642450007;9,07151000000007;2289;417;486;10,7083846150599;10,6757119853973;2,17925380825258e-05;2,93781972403136e-05;9,07151;87,1356262013377;"Rodentia";"Heteromyidae";"Chaetodipus";"spinatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";16,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";353870,002492435;"Chaetodipus spinatus"
"720";"Chaetomys_subspinosus";1,2947725;24,6006775;25,89545;428;42;36;26,9776567942347;34,9888434692383;0,000214717738311515;0,000286336958819779;25,89545;87,4249171239925;"Rodentia";"Erethizontidae";"Chaetomys";"subspinosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1300;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";297995,791572577;"Chaetomys subspinosus"
"721";"Chaetophractus_vellerosus";0,00024716583513045;4,94306953677387;4,943316702609;2711,5;1023,5;1174,5;11,7611830968323;10,2319799609375;0,000463946777994877;0,000526503231497625;4,943265;104,900594711027;"Cingulata";"CingulataFam";"Chaetophractus";"vellerosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1030;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";30;20;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2290842,64771419;"Chaetophractus vellerosus"
"722";"Chaetophractus_villosus";0,00024716583513045;4,94306953677387;4,943316702609;2711,5;1023,5;1174,5;11,7611830968323;10,2319799609375;0,000463946777985434;0,000526503231496453;4,943265;104,900594711027;"Cingulata";"CingulataFam";"Chaetophractus";"villosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4540;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";30;20;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3119643,44302542;"Chaetophractus villosus"
"723";"Chalinolobus_dwyeri";0,00394933573200089;0,983384597268221;0,987333933000222;1876;4164;4454;2,78553230033943;2,41138808344819;8,33875252915982e-08;1,23839529965634e-07;0,987285;88,3742297701938;"Chiroptera";"Vespertilionidae";"Chalinolobus";"dwyeri";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";791551,321364658;"Chalinolobus dwyeri"
"724";"Chalinolobus_gouldii";4,34769190433757e-05;0,869494903948471;0,869538380867515;4921;4310;4613;2,53843200545474;1,63150643192513;5,65586185143488e-08;8,43967919611391e-08;0,49726;88,3740638741211;"Chiroptera";"Vespertilionidae";"Chalinolobus";"gouldii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";14,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";8399756,37495202;"Chalinolobus gouldii"
