"";"species";"HEDGE_rank";"HEDGE";"conservation_classification"
"3347";"Peromyscus_ochraventer";614;0,73863419;"2 Land/water management"
"2673";"Mus_fernandoni";615;0,737102934;"2 Land/water management"
"2211";"Macaca_silenus";616;0,736144699;"1 Land/water protection"
"2213";"Macaca_silenus";616;0,736144699;"2 Land/water management"
"2215";"Macaca_silenus";616;0,736144699;"3 Species management"
"2220";"Macaca_silenus";616;0,736144699;"4 Education & awareness"
"2223";"Macaca_silenus";616;0,736144699;"5 Law & policy"
"3106";"Odobenus_rosmarus";617;0,7345;"1 Land/water protection"
"3108";"Odobenus_rosmarus";617;0,7345;"2 Land/water management"
"3109";"Odobenus_rosmarus";617;0,7345;"3 Species management"
"3112";"Odobenus_rosmarus";617;0,7345;"4 Education & awareness"
"3113";"Odobenus_rosmarus";617;0,7345;"5 Law & policy"
"2456";"Melomys_matambuai";618;0,733070954;"None"
"3346";"Peromyscus_melanurus";619;0,732504384;"None"
"4321";"Semnopithecus_ajax";620;0,730953706;"1 Land/water protection"
"4322";"Semnopithecus_ajax";620;0,730953706;"2 Land/water management"
"4323";"Semnopithecus_ajax";620;0,730953706;"4 Education & awareness"
"2266";"Macrogalidia_musschenbroekii";621;0,72864011;"2 Land/water management"
"2267";"Macrogalidia_musschenbroekii";621;0,72864011;"3 Species management"
"2269";"Macrogalidia_musschenbroekii";621;0,72864011;"4 Education & awareness"
"2271";"Macrogalidia_musschenbroekii";621;0,72864011;"5 Law & policy"
"3882";"Pteropus_nitendiensis";622;0,723947933;"None"
"1445";"Geocapromys_brownii";623,5;0,723608625;"2 Land/water management"
"1447";"Geocapromys_ingrahami";623,5;0,723608625;"None"
"631";"Canis_rufus";625;0,722349701;"2 Land/water management"
"632";"Canis_rufus";625;0,722349701;"3 Species management"
"4007";"Reithrodontomys_bakeri";626;0,712717836;"None"
"4734";"Trachypithecus_francoisi";627;0,71199121;"1 Land/water protection"
"4735";"Trachypithecus_francoisi";627;0,71199121;"2 Land/water management"
"4736";"Trachypithecus_francoisi";627;0,71199121;"3 Species management"
"4741";"Trachypithecus_francoisi";627;0,71199121;"4 Education & awareness"
"4742";"Trachypithecus_francoisi";627;0,71199121;"5 Law & policy"
"3525";"Pipistrellus_minahassae";628;0,708801145;"None"
"1727";"Hylomyscus_grandis";629;0,708462132;"1 Land/water protection"
"4554";"Sylvisorex_isabellae";630,5;0,708419957;"1 Land/water protection"
"4555";"Sylvisorex_isabellae";630,5;0,708419957;"2 Land/water management"
"4558";"Sylvisorex_morio";630,5;0,708419957;"1 Land/water protection"
"4559";"Sylvisorex_morio";630,5;0,708419957;"2 Land/water management"
"3677";"Presbytis_potenziani";632;0,705943539;"1 Land/water protection"
"3678";"Presbytis_potenziani";632;0,705943539;"2 Land/water management"
"3679";"Presbytis_potenziani";632;0,705943539;"3 Species management"
"3681";"Presbytis_potenziani";632;0,705943539;"4 Education & awareness"
"3684";"Presbytis_potenziani";632;0,705943539;"5 Law & policy"
"1349";"Eulemur_rubriventer";633;0,70153;"2 Land/water management"
"1350";"Eulemur_rubriventer";633;0,70153;"3 Species management"
"1726";"Hylomyscus_baeri";634;0,695742075;"2 Land/water management"
"3099";"Nyctophilus_nebulosus";635;0,6953591;"2 Land/water management"
"3351";"Peromyscus_sejugis";636;0,692349637;"None"
"3362";"Petaurillus_kinlochii";637;0,685939991;"2 Land/water management"
"3933";"Pusa_caspica";638;0,683845032;"1 Land/water protection"
"3935";"Pusa_caspica";638;0,683845032;"2 Land/water management"
"3937";"Pusa_caspica";638;0,683845032;"3 Species management"
"3940";"Pusa_caspica";638;0,683845032;"4 Education & awareness"
"3943";"Pusa_caspica";638;0,683845032;"5 Law & policy"
"3951";"Pusa_caspica";638;0,683845032;"6 Livelihood, economic & other incentives"
"222";"Arctictis_binturong";639;0,6807215;"1 Land/water protection"
"223";"Arctictis_binturong";639;0,6807215;"2 Land/water management"
"224";"Arctictis_binturong";639;0,6807215;"3 Species management"
"227";"Arctictis_binturong";639;0,6807215;"4 Education & awareness"
"229";"Arctictis_binturong";639;0,6807215;"5 Law & policy"
"7";"Acerodon_humilis";640;0,680713115;"1 Land/water protection"
"8";"Acerodon_humilis";640;0,680713115;"2 Land/water management"
"9";"Acerodon_humilis";640;0,680713115;"4 Education & awareness"
"4436";"Styloctenium_mindorensis";641;0,678163261;"1 Land/water protection"
"4437";"Styloctenium_mindorensis";641;0,678163261;"2 Land/water management"
"1093";"Dasymys_montanus";642;0,67679264;"2 Land/water management"
"940";"Crocidura_harenna";643;0,668471922;"2 Land/water management"
"209";"Arabitragus_jayakari";644;0,664080274;"1 Land/water protection"
"211";"Arabitragus_jayakari";644;0,664080274;"2 Land/water management"
"213";"Arabitragus_jayakari";644;0,664080274;"3 Species management"
"217";"Arabitragus_jayakari";644;0,664080274;"4 Education & awareness"
"218";"Arabitragus_jayakari";644;0,664080274;"5 Law & policy"
"143";"Alouatta_ululata";645;0,662288855;"2 Land/water management"
"144";"Alouatta_ululata";645;0,662288855;"3 Species management"
"148";"Alouatta_ululata";645;0,662288855;"4 Education & awareness"
"1115";"Dendrolagus_matschiei";646;0,661998512;"1 Land/water protection"
"1117";"Dendrolagus_matschiei";646;0,661998512;"2 Land/water management"
"2869";"Neamblysomus_gunningi";647,5;0,658003338;"1 Land/water protection"
"2870";"Neamblysomus_gunningi";647,5;0,658003338;"2 Land/water management"
"2871";"Neamblysomus_gunningi";647,5;0,658003338;"4 Education & awareness"
"2872";"Neamblysomus_gunningi";647,5;0,658003338;"5 Law & policy"
"2874";"Neamblysomus_julianae";647,5;0,658003338;"1 Land/water protection"
"2875";"Neamblysomus_julianae";647,5;0,658003338;"2 Land/water management"
"2876";"Neamblysomus_julianae";647,5;0,658003338;"3 Species management"
"2877";"Neamblysomus_julianae";647,5;0,658003338;"4 Education & awareness"
"3330";"Peromyscus_bullatus";649;0,65750035;"1 Land/water protection"
"2916";"Neophoca_cinerea";650;0,656958666;"2 Land/water management"
"2917";"Neophoca_cinerea";650;0,656958666;"3 Species management"
"2920";"Neophoca_cinerea";650;0,656958666;"4 Education & awareness"
"2796";"Mysateles_melanurus";651;0,653168894;"None"
"2927";"Neotoma_bryanti";652;0,6463716;"None"
"1654";"Hybomys_badius";653;0,644381887;"1 Land/water protection"
"1655";"Hybomys_badius";653;0,644381887;"2 Land/water management"
"3840";"Pteropus_aruensis";654;0,641581366;"None"
"3284";"Paramelomys_gressitti";655;0,640307709;"None"
"1462";"Giraffa_camelopardalis";656;0,639690746;"1 Land/water protection"
"1463";"Giraffa_camelopardalis";656;0,639690746;"2 Land/water management"
"1464";"Giraffa_camelopardalis";656;0,639690746;"3 Species management"
"1467";"Giraffa_camelopardalis";656;0,639690746;"6 Livelihood, economic & other incentives"
"1782";"Lagostrophus_fasciatus";657;0,639125;"2 Land/water management"
"1785";"Lagostrophus_fasciatus";657;0,639125;"3 Species management"
"1791";"Lagostrophus_fasciatus";657;0,639125;"4 Education & awareness"
"2448";"Melomys_aerosus";658;0,636981891;"2 Land/water management"
"4016";"Rheithrosciurus_macrotis";659;0,633603;"2 Land/water management"
"1659";"Hydromys_hussoni";660;0,625687822;"None"
"1220";"Echiothrix_leucura";661;0,620978323;"None"
"3524";"Pipistrellus_endoi";662;0,620194369;"None"
"5012";"Zaglossus_bartoni";663;0,618847618;"1 Land/water protection"
"5013";"Zaglossus_bartoni";663;0,618847618;"3 Species management"
"5015";"Zaglossus_bartoni";663;0,618847618;"4 Education & awareness"
"2716";"Myosorex_gnoskei";664;0,617638983;"2 Land/water management"
"1177";"Diplomys_caniceps";665;0,616882477;"None"
"733";"Cercocebus_lunulatus";666;0,611818847;"2 Land/water management"
"734";"Cercocebus_lunulatus";666;0,611818847;"4 Education & awareness"
"4061";"Rhinolophus_mitratus";667;0,610213334;"None"
"3299";"Pattonomys_flavidus";668;0,608968775;"None"
"114";"Allactaga_tetradactyla";669;0,608696;"None"
"3638";"Presbytis_comata";670;0,608569307;"2 Land/water management"
"3639";"Presbytis_comata";670;0,608569307;"3 Species management"
"3641";"Presbytis_comata";670;0,608569307;"4 Education & awareness"
"3065";"Nycticebus_javanicus";671;0,60714451;"1 Land/water protection"
"3067";"Nycticebus_javanicus";671;0,60714451;"2 Land/water management"
"3068";"Nycticebus_javanicus";671;0,60714451;"3 Species management"
"3071";"Nycticebus_javanicus";671;0,60714451;"4 Education & awareness"
"3073";"Nycticebus_javanicus";671;0,60714451;"5 Law & policy"
"4704";"Tolypeutes_tricinctus";672;0,6062522;"2 Land/water management"
"4705";"Tolypeutes_tricinctus";672;0,6062522;"3 Species management"
"1111";"Dendrolagus_goodfellowi";673;0,605630798;"2 Land/water management"
"1112";"Dendrolagus_goodfellowi";673;0,605630798;"3 Species management"
"4049";"Rhinolophus_adami";674;0,604530824;"None"
"2666";"Murina_ryukyuana";675;0,603242519;"1 Land/water protection"
"2667";"Murina_ryukyuana";675;0,603242519;"2 Land/water management"
"2479";"Mesomys_leniceps";676;0,602860563;"None"
"4658";"Tateomys_macrocercus";677;0,601890749;"None"
"4752";"Trachypithecus_germaini";678,5;0,601663572;"1 Land/water protection"
"4754";"Trachypithecus_germaini";678,5;0,601663572;"2 Land/water management"
"4755";"Trachypithecus_germaini";678,5;0,601663572;"3 Species management"
"4757";"Trachypithecus_germaini";678,5;0,601663572;"4 Education & awareness"
"4758";"Trachypithecus_germaini";678,5;0,601663572;"5 Law & policy"
"4779";"Trachypithecus_phayrei";678,5;0,601663572;"1 Land/water protection"
"4781";"Trachypithecus_phayrei";678,5;0,601663572;"2 Land/water management"
"4782";"Trachypithecus_phayrei";678,5;0,601663572;"3 Species management"
"4784";"Trachypithecus_phayrei";678,5;0,601663572;"4 Education & awareness"
"4785";"Trachypithecus_phayrei";678,5;0,601663572;"5 Law & policy"
"945";"Crocidura_macowi";680;0,593979119;"None"
"876";"Chrysochloris_visagiei";681;0,592444302;"None"
"4355";"Smutsia_gigantea";682,5;0,587341501;"2 Land/water management"
"4356";"Smutsia_gigantea";682,5;0,587341501;"3 Species management"
"4359";"Smutsia_gigantea";682,5;0,587341501;"5 Law & policy"
"4363";"Smutsia_temminckii";682,5;0,587341501;"2 Land/water management"
"4364";"Smutsia_temminckii";682,5;0,587341501;"3 Species management"
"4367";"Smutsia_temminckii";682,5;0,587341501;"5 Law & policy"
"4996";"Volemys_musseri";684;0,585243728;"None"
"3124";"Olallamys_edax";685;0,584110901;"None"
"3786";"Pseudohydromys_occidentalis";686;0,584052714;"None"
"3725";"Proechimys_mincae";687;0,58220725;"None"
"1033";"Ctenomys_pundti";688;0,581235336;"None"
"1457";"Gerbillus_jamesi";689;0,580179919;"None"
"1656";"Hybomys_basilii";690;0,580074749;"1 Land/water protection"
"1657";"Hybomys_basilii";690;0,580074749;"2 Land/water management"
"1137";"Dendromus_kahuziensis";691;0,57982761;"2 Land/water management"
"1166";"Diplogale_hosei";692;0,579578363;"1 Land/water protection"
"1167";"Diplogale_hosei";692;0,579578363;"2 Land/water management"
"1169";"Diplogale_hosei";692;0,579578363;"4 Education & awareness"
"1170";"Diplogale_hosei";692;0,579578363;"5 Law & policy"
"1175";"Diplogale_hosei";692;0,579578363;"6 Livelihood, economic & other incentives"
"1255";"Eptesicus_guadeloupensis";693;0,578206639;"1 Land/water protection"
"1256";"Eptesicus_guadeloupensis";693;0,578206639;"2 Land/water management"
"1258";"Eptesicus_guadeloupensis";693;0,578206639;"4 Education & awareness"
"1259";"Eptesicus_guadeloupensis";693;0,578206639;"5 Law & policy"
"437";"Bos_javanicus";694;0,576592664;"2 Land/water management"
"438";"Bos_javanicus";694;0,576592664;"3 Species management"
"442";"Bos_javanicus";694;0,576592664;"4 Education & awareness"
"443";"Bos_javanicus";694;0,576592664;"5 Law & policy"
"169";"Amorphochilus_schnablii";695;0,5750568;"2 Land/water management"
"170";"Amorphochilus_schnablii";695;0,5750568;"4 Education & awareness"
"3563";"Pogonomys_fergussoniensis";696;0,574521121;"None"
"4881";"Trichechus_manatus";697;0,573879458;"1 Land/water protection"
"4883";"Trichechus_manatus";697;0,573879458;"2 Land/water management"
"4885";"Trichechus_manatus";697;0,573879458;"3 Species management"
"4888";"Trichechus_manatus";697;0,573879458;"4 Education & awareness"
"4891";"Trichechus_manatus";697;0,573879458;"5 Law & policy"
"4897";"Trichechus_manatus";697;0,573879458;"6 Livelihood, economic & other incentives"
"588";"Calcochloris_tytonis";698;0,573725984;"None"
"4010";"Reithrodontomys_raviventris";699;0,571121322;"1 Land/water protection"
"4011";"Reithrodontomys_raviventris";699;0,571121322;"2 Land/water management"
"4013";"Reithrodontomys_raviventris";699;0,571121322;"3 Species management"
"2861";"Nasuella_meridensis";700;0,569758702;"None"
"4997";"Vormela_peregusna";701;0,568999;"1 Land/water protection"
"4998";"Vormela_peregusna";701;0,568999;"2 Land/water management"
"1816";"Latidens_salimalii";702;0,5686548;"1 Land/water protection"
"1817";"Latidens_salimalii";702;0,5686548;"2 Land/water management"
"1818";"Latidens_salimalii";702;0,5686548;"4 Education & awareness"
"1819";"Latidens_salimalii";702;0,5686548;"5 Law & policy"
"1822";"Latidens_salimalii";702;0,5686548;"6 Livelihood, economic & other incentives"
"3460";"Phyllomys_kerri";703;0,563724438;"None"
"1120";"Dendrolagus_notatus";704;0,563498416;"None"
"1952";"Lepus_hainanus";705;0,559763401;"1 Land/water protection"
"1954";"Lepus_hainanus";705;0,559763401;"2 Land/water management"
"1956";"Lepus_hainanus";705;0,559763401;"3 Species management"
"1959";"Lepus_hainanus";705;0,559763401;"5 Law & policy"
"3442";"Phocarctos_hookeri";706;0,559626312;"1 Land/water protection"
"3443";"Phocarctos_hookeri";706;0,559626312;"3 Species management"
"3444";"Phocarctos_hookeri";706;0,559626312;"4 Education & awareness"
"3445";"Phocarctos_hookeri";706;0,559626312;"5 Law & policy"
"2926";"Neotoma_angustapalata";707;0,559366443;"None"
"2019";"Lophostoma_kalkoae";708;0,556453009;"None"
"800";"Chaerephon_bregullae";709;0,548184695;"1 Land/water protection"
"801";"Chaerephon_bregullae";709;0,548184695;"2 Land/water management"
"802";"Chaerephon_bregullae";709;0,548184695;"4 Education & awareness"
"1393";"Fossa_fossana";710;0,546020278;"2 Land/water management"
"3181";"Oxymycterus_hucucha";711;0,533715019;"1 Land/water protection"
"3378";"Petrogale_concinna";712;0,530112128;"1 Land/water protection"
"3379";"Petrogale_concinna";712;0,530112128;"2 Land/water management"
"3381";"Petrogale_concinna";712;0,530112128;"3 Species management"
"3386";"Petrogale_concinna";712;0,530112128;"5 Law & policy"
"1004";"Cryptotis_mera";713;0,528559821;"None"
"4606";"Tapirus_terrestris";714;0,528148835;"1 Land/water protection"
"4607";"Tapirus_terrestris";714;0,528148835;"2 Land/water management"
"4608";"Tapirus_terrestris";714;0,528148835;"3 Species management"
"4610";"Tapirus_terrestris";714;0,528148835;"5 Law & policy"
"1574";"Hippocamelus_bisulcus";715;0,526504652;"1 Land/water protection"
"1576";"Hippocamelus_bisulcus";715;0,526504652;"2 Land/water management"
"1578";"Hippocamelus_bisulcus";715;0,526504652;"3 Species management"
"1583";"Hippocamelus_bisulcus";715;0,526504652;"4 Education & awareness"
"1586";"Hippocamelus_bisulcus";715;0,526504652;"5 Law & policy"
"614";"Callimico_goeldii";716;0,524683;"2 Land/water management"
"4059";"Rhinolophus_maendeleo";717;0,521459976;"2 Land/water management"
"1405";"Galemys_pyrenaicus";718;0,520604695;"2 Land/water management"
"1407";"Galemys_pyrenaicus";718;0,520604695;"4 Education & awareness"
"1660";"Hydromys_ziegleri";719;0,520467903;"None"
"2086";"Lycalopex_fulvipes";720;0,515101305;"1 Land/water protection"
"2087";"Lycalopex_fulvipes";720;0,515101305;"2 Land/water management"
"2088";"Lycalopex_fulvipes";720;0,515101305;"5 Law & policy"
"3341";"Peromyscus_madrensis";721;0,514979163;"None"
"1736";"Hypsugo_joffrei";722;0,514507945;"None"
"1165";"Diomys_crumpi";723;0,513538;"None"
"3363";"Petauroides_volans";724;0,504438062;"1 Land/water protection"
"3364";"Petauroides_volans";724;0,504438062;"2 Land/water management"
"3365";"Petauroides_volans";724;0,504438062;"3 Species management"
"3985";"Rangifer_tarandus";725;0,5037695;"1 Land/water protection"
"3986";"Rangifer_tarandus";725;0,5037695;"2 Land/water management"
"3988";"Rangifer_tarandus";725;0,5037695;"5 Law & policy"
"3562";"Pogonomys_championi";726;0,501214561;"None"
"1900";"Lepilemur_seali";727;0,494231084;"2 Land/water management"
"3315";"Perameles_bougainville";728;0,492007371;"3 Species management"
"3321";"Perameles_bougainville";728;0,492007371;"4 Education & awareness"
"3084";"Nycticebus_pygmaeus";729;0,491273826;"1 Land/water protection"
"3085";"Nycticebus_pygmaeus";729;0,491273826;"2 Land/water management"
"3086";"Nycticebus_pygmaeus";729;0,491273826;"3 Species management"
"3089";"Nycticebus_pygmaeus";729;0,491273826;"4 Education & awareness"
"3090";"Nycticebus_pygmaeus";729;0,491273826;"5 Law & policy"
"572";"Bunomys_prolatus";730;0,490526037;"None"
"3355";"Peromyscus_winkelmanni";731;0,489582233;"None"
"491";"Brucepattersonius_paradisus";732;0,487716631;"1 Land/water protection"
"3173";"Oryzomys_gorgasi";733;0,487275625;"None"
"1028";"Ctenomys_occultus";734;0,485071335;"None"
"4252";"Saguinus_bicolor";735;0,48312154;"2 Land/water management"
"4253";"Saguinus_bicolor";735;0,48312154;"3 Species management"
"4255";"Saguinus_bicolor";735;0,48312154;"4 Education & awareness"
"4256";"Saguinus_bicolor";735;0,48312154;"5 Law & policy"
"1735";"Hypsugo_anthonyi";736;0,482729495;"None"
"174";"Anotomys_leander";737;0,48258525;"1 Land/water protection"
"1768";"Kobus_megaceros";738;0,481346862;"1 Land/water protection"
"1769";"Kobus_megaceros";738;0,481346862;"2 Land/water management"
"1770";"Kobus_megaceros";738;0,481346862;"5 Law & policy"
"962";"Crocidura_polia";739;0,480402374;"None"
"1435";"Gazella_spekei";740;0,479895142;"1 Land/water protection"
"1436";"Gazella_spekei";740;0,479895142;"2 Land/water management"
"1437";"Gazella_spekei";740;0,479895142;"3 Species management"
"4074";"Rhinolophus_ziama";741;0,47855804;"1 Land/water protection"
"4075";"Rhinolophus_ziama";741;0,47855804;"2 Land/water management"
"4076";"Rhinolophus_ziama";741;0,47855804;"4 Education & awareness"
"2952";"Niviventer_hinpoon";742;0,474106311;"None"
"3180";"Oxymycterus_akodontius";743;0,474060174;"None"
"1993";"Lonchorhina_orinocensis";744;0,474059;"1 Land/water protection"
"1994";"Lonchorhina_orinocensis";744;0,474059;"2 Land/water management"
"1454";"Gerbillus_hesperinus";745;0,472998884;"1 Land/water protection"
"1455";"Gerbillus_hesperinus";745;0,472998884;"2 Land/water management"
"3094";"Nyctimene_rabori";746;0,472519064;"1 Land/water protection"
"3095";"Nyctimene_rabori";746;0,472519064;"2 Land/water management"
"3096";"Nyctimene_rabori";746;0,472519064;"5 Law & policy"
"3531";"Pithecia_albicans";747;0,471535952;"2 Land/water management"
"3532";"Pithecia_albicans";747;0,471535952;"3 Species management"
"150";"Amblysomus_marleyi";748;0,469197606;"1 Land/water protection"
"151";"Amblysomus_marleyi";748;0,469197606;"2 Land/water management"
"3440";"Phloeomys_cumingi";749;0,467435866;"1 Land/water protection"
"3441";"Phloeomys_cumingi";749;0,467435866;"2 Land/water management"
"4157";"Rousettus_linduensis";750;0,467375684;"None"
"1765";"Kerivoula_eriophora";751;0,467324077;"None"
"3584";"Pontoporia_blainvillei";752;0,464960572;"2 Land/water management"
"3585";"Pontoporia_blainvillei";752;0,464960572;"3 Species management"
"3586";"Pontoporia_blainvillei";752;0,464960572;"4 Education & awareness"
"3587";"Pontoporia_blainvillei";752;0,464960572;"5 Law & policy"
"3597";"Pontoporia_blainvillei";752;0,464960572;"6 Livelihood, economic & other incentives"
"948";"Crocidura_miya";753;0,45996006;"1 Land/water protection"
"949";"Crocidura_miya";753;0,45996006;"2 Land/water management"
"4125";"Rhynchocyon_udzungwensis";754;0,459542833;"1 Land/water protection"
"4126";"Rhynchocyon_udzungwensis";754;0,459542833;"2 Land/water management"
"4127";"Rhynchocyon_udzungwensis";754;0,459542833;"4 Education & awareness"
"4130";"Rhynchocyon_udzungwensis";754;0,459542833;"5 Law & policy"
"4133";"Rhynchocyon_udzungwensis";754;0,459542833;"6 Livelihood, economic & other incentives"
"1534";"Harpiola_grisea";755;0,458348697;"1 Land/water protection"
"1535";"Harpiola_grisea";755;0,458348697;"2 Land/water management"
"939";"Crocidura_grandis";756;0,45818971;"2 Land/water management"
"197";"Apodemus_avicennicus";757;0,457553531;"2 Land/water management"
"4430";"Srilankamys_ohiensis";758;0,4573932;"2 Land/water management"
"3630";"Praomys_morio";759;0,455729435;"1 Land/water protection"
"3631";"Praomys_morio";759;0,455729435;"2 Land/water management"
"1962";"Liberiictis_kuhni";760;0,45489575;"1 Land/water protection"
"1963";"Liberiictis_kuhni";760;0,45489575;"2 Land/water management"
"1964";"Liberiictis_kuhni";760;0,45489575;"3 Species management"
"1966";"Liberiictis_kuhni";760;0,45489575;"4 Education & awareness"
"4846";"Tremarctos_ornatus";761;0,45214775;"1 Land/water protection"
"4848";"Tremarctos_ornatus";761;0,45214775;"2 Land/water management"
"4850";"Tremarctos_ornatus";761;0,45214775;"4 Education & awareness"
"4853";"Tremarctos_ornatus";761;0,45214775;"5 Law & policy"
"4860";"Tremarctos_ornatus";761;0,45214775;"6 Livelihood, economic & other incentives"
"2934";"Nesomys_lambertoni";762;0,451483026;"2 Land/water management"
"1044";"Ctenomys_viperinus";763;0,450745945;"None"
"959";"Crocidura_phaeura";764;0,450511413;"2 Land/water management"
"1342";"Eulemur_macaco";765;0,44831574;"1 Land/water protection"
"1343";"Eulemur_macaco";765;0,44831574;"2 Land/water management"
"1344";"Eulemur_macaco";765;0,44831574;"3 Species management"
"4644";"Tarsius_tarsier";766;0,448266115;"1 Land/water protection"
"4646";"Tarsius_tarsier";766;0,448266115;"2 Land/water management"
"4647";"Tarsius_tarsier";766;0,448266115;"3 Species management"
"4650";"Tarsius_tarsier";766;0,448266115;"4 Education & awareness"
"4652";"Tarsius_tarsier";766;0,448266115;"5 Law & policy"
"2565";"Mormopterus_norfolkensis";767;0,44813125;"None"
"715";"Cephalophus_spadix";768;0,447285933;"1 Land/water protection"
"716";"Cephalophus_spadix";768;0,447285933;"2 Land/water management"
"717";"Cephalophus_spadix";768;0,447285933;"3 Species management"
"1661";"Hydropotes_inermis";769;0,445822751;"1 Land/water protection"
"1663";"Hydropotes_inermis";769;0,445822751;"2 Land/water management"
"1664";"Hydropotes_inermis";769;0,445822751;"3 Species management"
"1667";"Hydropotes_inermis";769;0,445822751;"4 Education & awareness"
"1668";"Hydropotes_inermis";769;0,445822751;"5 Law & policy"
"1674";"Hydropotes_inermis";769;0,445822751;"6 Livelihood, economic & other incentives"
"1064";"Cystophora_cristata";770;0,44432025;"2 Land/water management"
"1065";"Cystophora_cristata";770;0,44432025;"3 Species management"
"3368";"Petaurus_gracilis";771;0,44421488;"1 Land/water protection"
"3369";"Petaurus_gracilis";771;0,44421488;"2 Land/water management"
"3371";"Petaurus_gracilis";771;0,44421488;"4 Education & awareness"
"3427";"Phataginus_tetradactyla";772,5;0,443233546;"2 Land/water management"
"3428";"Phataginus_tetradactyla";772,5;0,443233546;"3 Species management"
"3431";"Phataginus_tetradactyla";772,5;0,443233546;"5 Law & policy"
"3433";"Phataginus_tricuspis";772,5;0,443233546;"2 Land/water management"
"3434";"Phataginus_tricuspis";772,5;0,443233546;"3 Species management"
"3437";"Phataginus_tricuspis";772,5;0,443233546;"5 Law & policy"
"4529";"Sylvilagus_robustus";774;0,441669495;"1 Land/water protection"
"4530";"Sylvilagus_robustus";774;0,441669495;"2 Land/water management"
"4531";"Sylvilagus_robustus";774;0,441669495;"4 Education & awareness"
"4532";"Sylvilagus_robustus";774;0,441669495;"5 Law & policy"
"4452";"Sundasciurus_davensis";775;0,441438514;"None"
"2689";"Mustela_nigripes";776;0,440254501;"1 Land/water protection"
"2690";"Mustela_nigripes";776;0,440254501;"2 Land/water management"
"2693";"Mustela_nigripes";776;0,440254501;"3 Species management"
"2698";"Mustela_nigripes";776;0,440254501;"4 Education & awareness"
"1995";"Lontra_felina";777,5;0,437500198;"1 Land/water protection"
"1997";"Lontra_felina";777,5;0,437500198;"2 Land/water management"
"1998";"Lontra_felina";777,5;0,437500198;"3 Species management"
"1999";"Lontra_felina";777,5;0,437500198;"4 Education & awareness"
"2002";"Lontra_felina";777,5;0,437500198;"5 Law & policy"
"2007";"Lontra_provocax";777,5;0,437500198;"1 Land/water protection"
"2009";"Lontra_provocax";777,5;0,437500198;"2 Land/water management"
"2010";"Lontra_provocax";777,5;0,437500198;"3 Species management"
"2011";"Lontra_provocax";777,5;0,437500198;"4 Education & awareness"
"2014";"Lontra_provocax";777,5;0,437500198;"5 Law & policy"
"4863";"Trichechus_inunguis";779;0,432966362;"1 Land/water protection"
"4865";"Trichechus_inunguis";779;0,432966362;"2 Land/water management"
"4867";"Trichechus_inunguis";779;0,432966362;"3 Species management"
"4870";"Trichechus_inunguis";779;0,432966362;"4 Education & awareness"
"4873";"Trichechus_inunguis";779;0,432966362;"5 Law & policy"
"4877";"Trichechus_inunguis";779;0,432966362;"6 Livelihood, economic & other incentives"
"4926";"Tupaia_moellendorffi";780;0,431844997;"2 Land/water management"
"3413";"Phaner_furcifer";781;0,430966129;"2 Land/water management"
"2750";"Myotis_findleyi";782;0,430836134;"2 Land/water management"
"1163";"Dinaromys_bogdanovi";783;0,4274065;"None"
"941";"Crocidura_hikmiya";784;0,424388655;"None"
"3285";"Paramelomys_steini";785;0,421832756;"None"
"1630";"Hipposideros_nequam";786;0,421733458;"None"
"824";"Chiroderma_improvisum";787;0,414408956;"None"
"3100";"Ochotona_argentata";788;0,4128759;"2 Land/water management"
"489";"Brucepattersonius_albinasus";789;0,409436815;"None"
"732";"Cercocebus_galeritus";790;0,409242415;"2 Land/water management"
"1738";"Hystrix_pumila";791;0,406779315;"3 Species management"
"1741";"Hystrix_pumila";791;0,406779315;"4 Education & awareness"
"1190";"Dobsonia_chapmani";792;0,406002656;"1 Land/water protection"
"1191";"Dobsonia_chapmani";792;0,406002656;"2 Land/water management"
"1192";"Dobsonia_chapmani";792;0,406002656;"3 Species management"
"1195";"Dobsonia_chapmani";792;0,406002656;"4 Education & awareness"
"622";"Callorhinus_ursinus";793;0,405;"2 Land/water management"
"633";"Canis_simensis";794;0,404098801;"1 Land/water protection"
"635";"Canis_simensis";794;0,404098801;"2 Land/water management"
"636";"Canis_simensis";794;0,404098801;"3 Species management"
"637";"Canis_simensis";794;0,404098801;"4 Education & awareness"
"638";"Canis_simensis";794;0,404098801;"6 Livelihood, economic & other incentives"
"3297";"Paraxerus_vincenti";795;0,403366326;"1 Land/water protection"
"3298";"Paraxerus_vincenti";795;0,403366326;"2 Land/water management"
"4333";"Sigmodon_planifrons";796;0,401836665;"None"
"4005";"Rattus_vandeuseni";797;0,40111698;"1 Land/water protection"
"4006";"Rattus_vandeuseni";797;0,40111698;"2 Land/water management"
"1363";"Eupleres_goudotii";798;0,400626839;"2 Land/water management"
"1365";"Eupleres_goudotii";798;0,400626839;"4 Education & awareness"
"1367";"Eupleres_goudotii";798;0,400626839;"5 Law & policy"
"4324";"Setonix_brachyurus";799;0,3996155;"1 Land/water protection"
"4325";"Setonix_brachyurus";799;0,3996155;"2 Land/water management"
"4327";"Setonix_brachyurus";799;0,3996155;"4 Education & awareness"
"1226";"Elephantulus_revoilii";800;0,398954251;"None"
"1494";"Grammomys_gigas";801;0,397796928;"1 Land/water protection"
"1495";"Grammomys_gigas";801;0,397796928;"2 Land/water management"
"2741";"Myotis_capaccinii";802;0,39646125;"2 Land/water management"
