"";"species";"LEDGE_rank";"LEDGE";"conservation_classification";"introduced"
"1509";"Natalus_tumidirostris";523;7,831668397;"2 Land/water management";"no"
"1346";"Monticolomys_koopmani";524;7,812731684;"2 Land/water management";"no"
"1909";"Planigale_maculata";525;7,811484464;"None";"no"
"1730";"Parascaptor_leucura";526;7,799150023;"None";"no"
"1287";"Microcavia_shiptoni";527;7,792206017;"None";"no"
"1516";"Neohylomys_hainanensis";528;7,784233942;"2 Land/water management";"no"
"798";"Euphractus_sexcinctus";529;7,777346113;"2 Land/water management";"no"
"1002";"Indopacetus_pacificus";530;7,754437273;"None";"no"
"2384";"Sturnira_bidens";531;7,750787441;"1 Land/water protection";"no"
"987";"Hystrix_pumila";532;7,728806991;"3 Species management";"no"
"990";"Hystrix_pumila";532;7,728806991;"4 Education & awareness";"no"
"2516";"Tarsius_wallacei";533;7,715292418;"1 Land/water protection";"no"
"126";"Anisomys_imitator";534;7,713952775;"2 Land/water management";"no"
"448";"Chilonatalus_micropus";535,5;7,713506979;"2 Land/water management";"no"
"449";"Chilonatalus_tumidifrons";535,5;7,713506979;"2 Land/water management";"no"
"2271";"Scutisorex_somereni";537;7,710405602;"None";"no"
"972";"Hylonycteris_underwoodi";538;7,697060554;"None";"no"
"1388";"Murina_aurata";539;7,695855188;"2 Land/water management";"no"
"317";"Callorhinus_ursinus";540;7,695;"2 Land/water management";"no"
"383";"Cavia_magna";541;7,674989331;"None";"no"
"1517";"Neomys_fodiens";542;7,658052086;"None";"no"
"2317";"Sminthopsis_virginiae";543;7,649387513;"None";"no"
"679";"Dipodomys_ordii";544;7,642172872;"None";"no"
"2351";"Sorex_raddei";545;7,637194168;"4 Education & awareness";"no"
"1092";"Lenothrix_canus";546;7,635513205;"None";"no"
"799";"Eupleres_goudotii";547;7,611909932;"2 Land/water management";"no"
"801";"Eupleres_goudotii";547;7,611909932;"4 Education & awareness";"no"
"803";"Eupleres_goudotii";547;7,611909932;"5 Law & policy";"no"
"1889";"Phyllonycteris_poeyi";548;7,602612952;"1 Land/water protection";"no"
"1890";"Phyllonycteris_poeyi";548;7,602612952;"4 Education & awareness";"no"
"387";"Cebus_capucinus";549;7,602469944;"None";"no"
"824";"Galea_spixii";550;7,596500156;"None";"no"
"819";"Galagoides_orinus";551;7,5948735;"2 Land/water management";"no"
"2275";"Setonix_brachyurus";552;7,5926945;"1 Land/water protection";"no"
"2276";"Setonix_brachyurus";552;7,5926945;"2 Land/water management";"no"
"2278";"Setonix_brachyurus";552;7,5926945;"4 Education & awareness";"no"
"1704";"Pantholops_hodgsonii";553;7,58825508;"2 Land/water management";"no"
"1705";"Pantholops_hodgsonii";553;7,58825508;"5 Law & policy";"no"
"727";"Elephantulus_revoilii";554;7,580130764;"None";"no"
"728";"Elephantulus_rozeti";555;7,579528289;"None";"no"
"1106";"Lepilemur_mustelinus";556;7,573022965;"2 Land/water management";"no"
"1107";"Lepilemur_mustelinus";556;7,573022965;"3 Species management";"no"
"447";"Chilomys_instans";557;7,548248803;"None";"no"
"1872";"Phodopus_roborovskii";558;7,5439328;"2 Land/water management";"no"
"1322";"Molossops_mattogrossensis";559;7,540583169;"1 Land/water protection";"no"
"1323";"Molossops_mattogrossensis";559;7,540583169;"2 Land/water management";"no"
"2401";"Sylvisorex_konganensis";560;7,53909252;"None";"no"
"2693";"Urocyon_cinereoargenteus";561;7,535893886;"2 Land/water management";"no"
"1430";"Myotis_capaccinii";562;7,53276375;"2 Land/water management";"no"
"1279";"Mesocricetus_auratus";563;7,527866503;"None";"no"
"1215";"Manis_crassicaudata";564;7,527632054;"3 Species management";"no"
"1220";"Manis_crassicaudata";564;7,527632054;"4 Education & awareness";"no"
"1221";"Manis_crassicaudata";564;7,527632054;"5 Law & policy";"no"
"2261";"Scotoecus_pallidus";565;7,514139286;"2 Land/water management";"no"
"2262";"Scotoecus_pallidus";565;7,514139286;"4 Education & awareness";"no"
"1788";"Perodicticus_edwardsi";566;7,502490358;"None";"no"
"2047";"Pseudochirops_corinnae";567;7,497170929;"None";"no"
"2694";"Urocyon_littoralis";568;7,471508886;"2 Land/water management";"no"
"2696";"Urocyon_littoralis";568;7,471508886;"3 Species management";"no"
"1226";"Manis_culionensis";569;7,461811334;"3 Species management";"yes"
"1229";"Manis_culionensis";569;7,461811334;"4 Education & awareness";"yes"
"1230";"Manis_culionensis";569;7,461811334;"5 Law & policy";"yes"
"2680";"Tupaia_javanica";570;7,453941684;"2 Land/water management";"no"
"236";"Barbastella_leucomelas";571;7,45382433;"None";"no"
"2352";"Sorex_roboratus";572;7,448791319;"2 Land/water management";"no"
"1525";"Neotoma_goldmani";573;7,446902636;"None";"no"
"2028";"Pseudantechinus_bilarni";574;7,44583269;"2 Land/water management";"no"
"1583";"Nycticeius_humeralis";575;7,423742651;"1 Land/water protection";"no"
"2118";"Reithrodontomys_fulvescens";576;7,42302383;"None";"no"
"1742";"Paremballonura_tiavato";577;7,421913764;"2 Land/water management";"no"
"581";"Cynocephalus_volans";578,5;7,413360813;"2 Land/water management";"no"
"828";"Galeopterus_variegatus";578,5;7,413360813;"1 Land/water protection";"no"
"829";"Galeopterus_variegatus";578,5;7,413360813;"2 Land/water management";"no"
"764";"Eremoryzomys_polius";580;7,397930085;"None";"no"
"235";"Barbastella_barbastellus";581;7,383674029;"2 Land/water management";"no"
"1582";"Nycticeius_cubanus";582;7,371767369;"2 Land/water management";"no"
"2759";"Zygogeomys_trichopus";583;7,3542579;"None";"no"
"237";"Bassariscus_astutus";584,5;7,342625744;"None";"no"
"238";"Bassariscus_sumichrasti";584,5;7,342625744;"4 Education & awareness";"no"
"1894";"Pipistrellus_hesperus";586,5;7,34230893;"1 Land/water protection";"no"
"1895";"Pipistrellus_hesperus";586,5;7,34230893;"4 Education & awareness";"no"
"1896";"Pipistrellus_musciculus";586,5;7,34230893;"None";"no"
"945";"Homo_sapiens";588;7,337903251;"None";"no"
"1428";"Myotis_auriculus";589,5;7,334010221;"2 Land/water management";"no"
"1450";"Myotis_septentrionalis";589,5;7,334010221;"2 Land/water management";"no"
"2188";"Rousettus_bidens";591;7,3272835;"2 Land/water management";"no"
"2189";"Rousettus_bidens";591;7,3272835;"3 Species management";"no"
"1326";"Molossus_currentium";592;7,318814041;"2 Land/water management";"no"
"291";"Cabassous_chacoensis";593;7,311919868;"2 Land/water management";"no"
"292";"Cabassous_chacoensis";593;7,311919868;"3 Species management";"no"
"326";"Caluromys_philander";594;7,306327528;"None";"no"
"823";"Galea_musteloides";595;7,288718166;"None";"no"
"2671";"Trinomys_yonenagae";596;7,280724164;"5 Law & policy";"no"
"2045";"Pseudocheirus_peregrinus";597;7,280583703;"None";"yes"
"2668";"Trinomys_moojeni";598;7,261586462;"None";"no"
"1307";"Micropotamogale_ruwenzorii";599;7,259762347;"2 Land/water management";"no"
"937";"Hipposideros_pratti";600;7,258593298;"None";"no"
"710";"Echymipera_clara";601;7,23431947;"None";"no"
"1958";"Potorous_tridactylus";602;7,231245797;"2 Land/water management";"no"
"1960";"Potorous_tridactylus";602;7,231245797;"3 Species management";"no"
"2528";"Tetracerus_quadricornis";603;7,220057215;"1 Land/water protection";"no"
"2529";"Tetracerus_quadricornis";603;7,220057215;"2 Land/water management";"no"
"594";"Cyttarops_alecto";604;7,214738943;"None";"no"
"599";"Dactylomys_peruanus";605;7,214379302;"None";"no"
"268";"Brachiones_przewalskii";606;7,212529356;"None";"no"
"1277";"Mesocapromys_angelcabrerai";607;7,191734589;"None";"no"
"1402";"Mydaus_javanensis";608,5;7,191725825;"None";"no"
"1403";"Mydaus_marchei";608,5;7,191725825;"None";"no"
"2310";"Sminthopsis_psammophila";610;7,184389253;"1 Land/water protection";"no"
"2311";"Sminthopsis_psammophila";610;7,184389253;"2 Land/water management";"no"
"2312";"Sminthopsis_psammophila";610;7,184389253;"3 Species management";"no"
"2316";"Sminthopsis_psammophila";610;7,184389253;"4 Education & awareness";"no"
"1278";"Mesocapromys_auritus";611;7,18063868;"None";"yes"
"1527";"Neotoma_stephensi";612;7,173311569;"None";"no"
"757";"Eptesicus_floweri";613;7,173111327;"None";"no"
"1586";"Nyctinomops_aurispinosus";614;7,169171533;"1 Land/water protection";"no"
"1306";"Micropotamogale_lamottei";615;7,167193096;"2 Land/water management";"no"
"573";"Ctenomys_torquatus";616;7,16276572;"None";"no"
"637";"Delanymys_brooksi";617;7,15901;"2 Land/water management";"no"
"426";"Chaetodipus_fallax";618;7,130759652;"None";"no"
"121";"Ammospermophilus_leucurus";619;7,106024693;"None";"no"
"708";"Echinosorex_gymnura";620;7,093547041;"1 Land/water protection";"no"
"709";"Echinosorex_gymnura";620;7,093547041;"2 Land/water management";"no"
"2212";"Saccolaimus_flaviventris";621;7,089730473;"None";"no"
"1596";"Ochotona_thomasi";622;7,082480858;"None";"no"
"2667";"Trinomys_mirapitanga";623;7,075751296;"None";"no"
"425";"Chaetodipus_californicus";624;7,027354576;"None";"no"
"2688";"Tympanoctomys_barrerae";625;7,020447765;"1 Land/water protection";"no"
"2689";"Tympanoctomys_barrerae";625;7,020447765;"2 Land/water management";"no"
"2422";"Tamandua_mexicana";626,5;7,01964373;"2 Land/water management";"no"
"2423";"Tamandua_tetradactyla";626,5;7,01964373;"2 Land/water management";"no"
"577";"Cuscomys_ashaninka";628,5;7,0157641;"None";"no"
"578";"Cuscomys_oblativa";628,5;7,0157641;"None";"no"
"754";"Epixerus_ebii";630;7,009879514;"1 Land/water protection";"no"
"755";"Epixerus_ebii";630;7,009879514;"2 Land/water management";"no"
"115";"Alouatta_palliata";631;7,004399363;"2 Land/water management";"no"
"116";"Alouatta_palliata";631;7,004399363;"3 Species management";"no"
"118";"Alouatta_palliata";631;7,004399363;"4 Education & awareness";"no"
"1486";"Mystromys_albicaudatus";632;7,0005333;"1 Land/water protection";"no"
"1488";"Mystromys_albicaudatus";632;7,0005333;"2 Land/water management";"no"
"1490";"Mystromys_albicaudatus";632;7,0005333;"4 Education & awareness";"no"
"936";"Hipposideros_megalotis";633;6,998825041;"2 Land/water management";"no"
"113";"Alouatta_guariba";634;6,992675349;"2 Land/water management";"no"
"1011";"Iomys_horsfieldii";635;6,985018632;"None";"no"
"290";"Bradypus_variegatus";636;6,962222262;"2 Land/water management";"no"
"289";"Bradypus_tridactylus";637;6,960480399;"2 Land/water management";"no"
"2185";"Rhynchomeles_prattorum";638;6,9555775;"2 Land/water management";"no"
"230";"Balaenoptera_omurai";639;6,951693398;"None";"no"
"306";"Callicebus_caligatus";640;6,945019083;"None";"no"
"1534";"Ningaui_yvonneae";641;6,936719361;"None";"no"
"1363";"Mormopterus_phrudus";642;6,930338034;"2 Land/water management";"no"
"1456";"Myotis_vivesi";643;6,915532273;"2 Land/water management";"no"
"1457";"Myotis_vivesi";643;6,915532273;"4 Education & awareness";"no"
"1592";"Ochotona_ladacensis";644;6,902951889;"None";"no"
"2266";"Scotophilus_heathii";645;6,902913977;"None";"no"
"1631";"Onychomys_arenicola";646;6,891095445;"None";"no"
"2117";"Reithrodontomys_creper";647;6,890910945;"None";"no"
"454";"Chiromyscus_chiropus";648;6,890261095;"None";"no"
"510";"Coelops_frithii";649;6,872707348;"2 Land/water management";"no"
"511";"Coelops_frithii";649;6,872707348;"4 Education & awareness";"no"
"1413";"Myopus_schisticolor";650;6,872521357;"None";"no"
"1862";"Philetor_brachypterus";651;6,871636401;"None";"no"
"2019";"Propithecus_edwardsi";652;6,860867523;"1 Land/water protection";"no"
"2020";"Propithecus_edwardsi";652;6,860867523;"2 Land/water management";"no"
"2021";"Propithecus_edwardsi";652;6,860867523;"3 Species management";"no"
"2382";"Strigocuscus_celebensis";653;6,847234675;"None";"no"
"2682";"Tupaia_minor";654;6,835228222;"2 Land/water management";"no"
"1089";"Lemur_catta";655;6,834572762;"2 Land/water management";"no"
"1090";"Lemur_catta";655;6,834572762;"3 Species management";"no"
"1130";"Lestoros_inca";656;6,831892008;"None";"no"
"2703";"Vandeleuria_oleracea";657;6,821109741;"None";"no"
"2264";"Scotophilus_celebensis";658;6,819805898;"None";"no"
"1013";"Isoodon_macrourus";659;6,819633632;"3 Species management";"no"
"1532";"Ningaui_ridei";660;6,819607725;"None";"no"
"1770";"Pentalagus_furnessi";661;6,7983018;"1 Land/water protection";"no"
"1772";"Pentalagus_furnessi";661;6,7983018;"2 Land/water management";"no"
"1775";"Pentalagus_furnessi";661;6,7983018;"3 Species management";"no"
"1778";"Pentalagus_furnessi";661;6,7983018;"4 Education & awareness";"no"
"1779";"Pentalagus_furnessi";661;6,7983018;"5 Law & policy";"no"
"1333";"Monodelphis_emiliae";662;6,796840146;"None";"no"
"759";"Eptesicus_hottentotus";663;6,793090329;"None";"no"
"2184";"Rhyncholestes_raphanurus";664;6,785835008;"None";"no"
"677";"Dipodomys_compactus";665;6,783720797;"None";"no"
"2147";"Rhinolophus_subbadius";666;6,779806629;"2 Land/water management";"no"
"1408";"Myoprocta_acouchy";667,5;6,779309517;"None";"no"
"1409";"Myoprocta_pratti";667,5;6,779309517;"None";"no"
"388";"Centronycteris_centralis";669,5;6,776094413;"2 Land/water management";"no"
"389";"Centronycteris_maximiliani";669,5;6,776094413;"2 Land/water management";"no"
"63";"Ailurops_ursinus";671;6,764978286;"2 Land/water management";"no"
"1034";"Kerodon_rupestris";672;6,762229612;"None";"no"
"226";"Balaena_mysticetus";673;6,757089059;"2 Land/water management";"no"
"227";"Balaena_mysticetus";673;6,757089059;"3 Species management";"no"
"2056";"Pteronotus_macleayii";674;6,75362404;"1 Land/water protection";"no"
"2057";"Pteronotus_macleayii";674;6,75362404;"2 Land/water management";"no"
"992";"Ia_io";675;6,739097842;"2 Land/water management";"no"
"456";"Chiropotes_chiropotes";676;6,731922052;"2 Land/water management";"no"
"1952";"Potorous_longipes";677;6,723803208;"2 Land/water management";"no"
"1954";"Potorous_longipes";677;6,723803208;"3 Species management";"no"
"1957";"Potorous_longipes";677;6,723803208;"4 Education & awareness";"no"
"2520";"Tayassu_pecari";678;6,721171367;"1 Land/water protection";"no"
"2521";"Tayassu_pecari";678;6,721171367;"2 Land/water management";"no"
"2522";"Tayassu_pecari";678;6,721171367;"3 Species management";"no"
"2524";"Tayassu_pecari";678;6,721171367;"5 Law & policy";"no"
"1368";"Moschus_moschiferus";679;6,718366437;"1 Land/water protection";"no"
"1369";"Moschus_moschiferus";679;6,718366437;"2 Land/water management";"no"
"1370";"Moschus_moschiferus";679;6,718366437;"3 Species management";"no"
"1373";"Moschus_moschiferus";679;6,718366437;"4 Education & awareness";"no"
"1375";"Moschus_moschiferus";679;6,718366437;"5 Law & policy";"no"
"1382";"Moschus_moschiferus";679;6,718366437;"6 Livelihood, economic & other incentives";"no"
"1033";"Kerodon_acrobata";680;6,711878795;"None";"no"
"2414";"Tadarida_aegyptiaca";681;6,70948451;"5 Law & policy";"no"
"410";"Chacodelphys_formosa";682;6,70127226;"2 Land/water management";"no"
"1750";"Pecari_tajacu";683;6,69676252;"3 Species management";"no"
"1753";"Pecari_tajacu";683;6,69676252;"5 Law & policy";"no"
"1365";"Moschiola_kathygre";684;6,652592429;"2 Land/water management";"no"
"1366";"Moschiola_kathygre";684;6,652592429;"3 Species management";"no"
"743";"Emballonura_beccarii";685;6,647207623;"1 Land/water protection";"no"
"806";"Euroscaptor_mizura";686;6,637060985;"None";"no"
"1790";"Perodicticus_potto";687;6,636903003;"None";"no"
"1448";"Myotis_scotti";688;6,63387512;"1 Land/water protection";"no"
"1449";"Myotis_scotti";688;6,63387512;"2 Land/water management";"no"
"1337";"Monodelphis_scalops";689;6,633236357;"None";"no"
"1883";"Phyllomys_lundi";690;6,627879901;"None";"no"
"1441";"Myotis_ikonnikovi";691;6,626274788;"None";"no"
"2061";"Pteronotus_quadridens";692;6,625494318;"2 Land/water management";"no"
"1760";"Pelea_capreolus";693;6,609959486;"1 Land/water protection";"no"
"1761";"Pelea_capreolus";693;6,609959486;"2 Land/water management";"no"
"1762";"Pelea_capreolus";693;6,609959486;"3 Species management";"no"
"1767";"Pelea_capreolus";693;6,609959486;"5 Law & policy";"no"
"1769";"Pelea_capreolus";693;6,609959486;"6 Livelihood, economic & other incentives";"no"
"2137";"Rhinolophus_blasii";694;6,601545414;"1 Land/water protection";"no"
"2138";"Rhinolophus_blasii";694;6,601545414;"2 Land/water management";"no"
"2163";"Rhogeessa_gracilis";695;6,594582467;"2 Land/water management";"no"
"2234";"Saimiri_boliviensis";696;6,59255586;"2 Land/water management";"no"
"1879";"Phyllomys_brasiliensis";697;6,58088685;"None";"no"
"2385";"Suncus_dayi";698;6,576286501;"1 Land/water protection";"no"
"2386";"Suncus_dayi";698;6,576286501;"2 Land/water management";"no"
"1336";"Monodelphis_osgoodi";699;6,571358005;"None";"no"
"2530";"Thaptomys_nigrita";700;6,569566506;"None";"no"
"1888";"Phyllomys_thomasi";701;6,568998434;"None";"no"
"656";"Didelphis_virginiana";702;6,567771595;"None";"no"
"2032";"Pseudocheirus_occidentalis";703;6,550319747;"1 Land/water protection";"no"
"2033";"Pseudocheirus_occidentalis";703;6,550319747;"2 Land/water management";"no"
"2036";"Pseudocheirus_occidentalis";703;6,550319747;"3 Species management";"no"
"2041";"Pseudocheirus_occidentalis";703;6,550319747;"4 Education & awareness";"no"
"2042";"Pseudocheirus_occidentalis";703;6,550319747;"5 Law & policy";"no"
"836";"Geomys_attwateri";704;6,549627508;"None";"no"
"1358";"Mormopterus_jugularis";705;6,534033685;"2 Land/water management";"no"
"1630";"Onychogalea_unguifera";706;6,531297919;"1 Land/water protection";"no"
"159";"Aotus_nigriceps";707;6,52956834;"2 Land/water management";"no"
"1902";"Pithecia_aequatorialis";708;6,528108602;"None";"no"
"1985";"Procolobus_verus";709;6,523665541;"2 Land/water management";"no"
"1986";"Procolobus_verus";709;6,523665541;"3 Species management";"no"
"2353";"Sorex_rohweri";710;6,508633246;"None";"no"
"277";"Brachytarsomys_albicauda";711;6,504500259;"2 Land/water management";"no"
"1361";"Mormopterus_minutus";712;6,502049128;"2 Land/water management";"no"
"414";"Chaerephon_nigeriae";713;6,494622712;"None";"no"
"746";"Enchisthenes_hartii";714;6,489180645;"1 Land/water protection";"no"
"1908";"Planigale_ingrami";715;6,481275922;"None";"no"
"655";"Diclidurus_isabella";716;6,468926538;"2 Land/water management";"no"
"2435";"Tapirus_bairdii";717;6,466094295;"1 Land/water protection";"no"
"2437";"Tapirus_bairdii";717;6,466094295;"2 Land/water management";"no"
"2439";"Tapirus_bairdii";717;6,466094295;"3 Species management";"no"
"2441";"Tapirus_bairdii";717;6,466094295;"5 Law & policy";"no"
"1025";"Isthmomys_pirrensis";718;6,452526758;"None";"no"
"2538";"Thomomys_townsendii";719;6,45207741;"None";"no"
"2164";"Rhombomys_opimus";720;6,44388279;"None";"no"
"2388";"Suncus_madagascariensis";721;6,437478118;"None";"yes"
"423";"Chaetodipus_arenarius";722;6,434991697;"None";"no"
"1240";"Marmosops_noctivagus";723;6,43439311;"None";"no"
"2681";"Tupaia_longipes";724;6,421400318;"2 Land/water management";"no"
"1357";"Mormopterus_doriae";725;6,420057716;"None";"no"
"2072";"Pteropus_leucopterus";726;6,418862444;"1 Land/water protection";"no"
"2073";"Pteropus_leucopterus";726;6,418862444;"2 Land/water management";"no"
"2074";"Pteropus_leucopterus";726;6,418862444;"5 Law & policy";"no"
"1024";"Isthmomys_flavidus";727;6,40560212;"None";"no"
"568";"Ctenomys_pearsoni";728;6,404041095;"None";"no"
"2259";"Scotinomys_teguina";729,5;6,403148644;"None";"no"
"2260";"Scotinomys_xerampelinus";729,5;6,403148644;"None";"no"
"1332";"Monodelphis_dimidiata";731;6,372798728;"None";"no"
"2550";"Thyroptera_discifera";732;6,365625785;"None";"no"
"2216";"Saccolaimus_saccolaimus";733;6,365402921;"1 Land/water protection";"no"
"2217";"Saccolaimus_saccolaimus";733;6,365402921;"2 Land/water management";"no"
"1271";"Melogale_orientalis";734;6,36397649;"2 Land/water management";"no"
"1272";"Melogale_orientalis";734;6,36397649;"5 Law & policy";"no"
"1146";"Lophostoma_carrikeri";735;6,354295969;"None";"no"
"136";"Anourosorex_squamipes";736;6,352738625;"None";"no"
"753";"Episoriculus_fumidus";737;6,352422363;"None";"no"
"211";"Aselliscus_stoliczkanus";738,5;6,352082661;"None";"no"
"212";"Aselliscus_tricuspidatus";738,5;6,352082661;"1 Land/water protection";"no"
"213";"Aselliscus_tricuspidatus";738,5;6,352082661;"2 Land/water management";"no"
"912";"Heteromys_pictus";740;6,349694999;"None";"no"
"1359";"Mormopterus_kalinowskii";741;6,336751175;"2 Land/water management";"no"
"603";"Dama_dama";742;6,336458961;"1 Land/water protection";"yes"
"605";"Dama_dama";742;6,336458961;"2 Land/water management";"yes"
"606";"Dama_dama";742;6,336458961;"3 Species management";"yes"
"614";"Dama_dama";742;6,336458961;"4 Education & awareness";"yes"
"616";"Dama_dama";742;6,336458961;"5 Law & policy";"yes"
"767";"Erythrocebus_patas";743;6,330838442;"None";"no"
"2160";"Rhizomys_sumatrensis";744;6,314443334;"None";"no"
"1304";"Microperoryctes_aplini";745;6,313985005;"2 Land/water management";"no"
"2193";"Rubrisciurus_rubriventer";746;6,30649425;"1 Land/water protection";"no"
"2194";"Rubrisciurus_rubriventer";746;6,30649425;"2 Land/water management";"no"
"2305";"Sminthopsis_leucopus";747;6,304964736;"2 Land/water management";"no"
"2307";"Sminthopsis_leucopus";747;6,304964736;"4 Education & awareness";"no"
"811";"Exilisciurus_whiteheadi";748;6,30493478;"None";"no"
"2288";"Sminthopsis_archeri";749;6,302347963;"None";"no"
"1235";"Marmosa_rubra";750;6,29029547;"None";"no"
"2150";"Rhinophylla_alethina";751;6,282016039;"None";"no"
"537";"Crocidura_nanilla";752;6,259132028;"None";"no"
"631";"Dasyuroides_byrnei";753;6,257327;"2 Land/water management";"no"
"632";"Dasyuroides_byrnei";753;6,257327;"3 Species management";"no"
"998";"Ictonyx_striatus";754,5;6,248060825;"None";"no"
"1933";"Poecilogale_albinucha";754,5;6,248060825;"None";"no"
"1121";"Lepus_americanus";756;6,244867741;"2 Land/water management";"no"
"1123";"Lepus_americanus";756;6,244867741;"3 Species management";"no"
"2354";"Sorex_samniticus";757;6,233128328;"None";"no"
"2690";"Tympanoctomys_kirchnerorum";758;6,213982622;"None";"no"
"2343";"Sommeromys_macrorhinos";759;6,213446502;"None";"no"
"2213";"Saccolaimus_mixtus";760;6,210984036;"1 Land/water protection";"no"
"2214";"Saccolaimus_mixtus";760;6,210984036;"2 Land/water management";"no"
"880";"Hapalomys_delacouri";761;6,20012047;"2 Land/water management";"no"
"1325";"Molossops_temminckii";762;6,198473257;"None";"no"
"2295";"Sminthopsis_crassicaudata";763;6,190314381;"None";"no"
"1288";"Microcebus_griseorufus";764;6,187880903;"None";"no"
"1311";"Miniopterus_inflatus";765;6,182220874;"1 Land/water protection";"no"
"1312";"Miniopterus_inflatus";765;6,182220874;"2 Land/water management";"no"
"134";"Anourosorex_assamensis";766;6,181535909;"None";"no"
"2545";"Thylamys_karimii";767;6,177409238;"None";"no"
"2424";"Tamiasciurus_douglasii";768;6,158171061;"None";"no"
"1351";"Mormopterus_acetabulosus";769;6,157442334;"1 Land/water protection";"no"
"1352";"Mormopterus_acetabulosus";769;6,157442334;"2 Land/water management";"no"
"1354";"Mormopterus_acetabulosus";769;6,157442334;"5 Law & policy";"no"
"976";"Hyperacrius_wynnei";770;6,155982305;"None";"no"
"2349";"Sorex_hoyi";771;6,153236741;"None";"no"
"2297";"Sminthopsis_douglasi";772;6,148746242;"2 Land/water management";"no"
"2298";"Sminthopsis_douglasi";772;6,148746242;"3 Species management";"no"
"2300";"Sminthopsis_douglasi";772;6,148746242;"4 Education & awareness";"no"
"2546";"Thylamys_velutinus";773;6,14169954;"None";"no"
"446";"Chibchanomys_trichotis";774;6,139719999;"None";"no"
"975";"Hyperacrius_fertilis";775;6,110983496;"2 Land/water management";"no"
"441";"Cheirogaleus_medius";776;6,108404585;"2 Land/water management";"no"
"1523";"Neotoma_albigula";777;6,103799795;"None";"no"
"2407";"Syncerus_caffer";778;6,084158992;"2 Land/water management";"yes"
"2408";"Syncerus_caffer";778;6,084158992;"5 Law & policy";"yes"
"1505";"Nasua_nasua";779;6,075281574;"None";"no"
"2416";"Tadarida_brasiliensis";780;6,074964828;"2 Land/water management";"no"
"1623";"Onychogalea_fraenata";781;6,074405773;"2 Land/water management";"no"
"1625";"Onychogalea_fraenata";781;6,074405773;"3 Species management";"no"
"1629";"Onychogalea_fraenata";781;6,074405773;"4 Education & awareness";"no"
"334";"Cansumys_canus";782;6,074091281;"None";"no"
"2747";"Xerus_rutilus";783;6,044827744;"None";"no"
"1095";"Lepilemur_aeeclis";784;6,031158049;"None";"no"
"2270";"Scotozous_dormeri";785;6,02269885;"4 Education & awareness";"no"
"152";"Aotus_nancymaae";786;6,015459891;"2 Land/water management";"no"
"153";"Aotus_nancymaae";786;6,015459891;"3 Species management";"no"
"156";"Aotus_nancymaae";786;6,015459891;"5 Law & policy";"no"
"2296";"Sminthopsis_dolichura";787;6,005014734;"None";"no"
"2537";"Thomomys_talpoides";788;6,004535656;"None";"no"
"822";"Galea_leucoblephara";789;5,995836043;"None";"no"
"422";"Chaetocauda_sichuanensis";790;5,9921859;"None";"no"
"862";"Graphiurus_microtis";791;5,985045293;"None";"no"
"1293";"Microdipodops_megacephalus";792,5;5,980248865;"None";"no"
"1294";"Microdipodops_pallidus";792,5;5,980248865;"None";"no"
"973";"Hyosciurus_heinrichi";794;5,977762097;"None";"no"
"325";"Caluromys_lanatus";795;5,971097004;"None";"no"
"466";"Choeropsis_liberiensis";796;5,96588;"1 Land/water protection";"no"
"468";"Choeropsis_liberiensis";796;5,96588;"2 Land/water management";"no"
"469";"Choeropsis_liberiensis";796;5,96588;"3 Species management";"no"
"471";"Choeropsis_liberiensis";796;5,96588;"4 Education & awareness";"no"
"473";"Choeropsis_liberiensis";796;5,96588;"5 Law & policy";"no"
"224";"Baiomys_musculus";797,5;5,959898181;"None";"no"
"225";"Baiomys_taylori";797,5;5,959898181;"None";"no"
"1275";"Melonycteris_melanops";799;5,950577471;"None";"no"
"2225";"Saguinus_geoffroyi";800;5,943531009;"2 Land/water management";"no"
"2226";"Saguinus_geoffroyi";800;5,943531009;"3 Species management";"no"
"2229";"Saguinus_geoffroyi";800;5,943531009;"4 Education & awareness";"no"
"2230";"Saguinus_geoffroyi";800;5,943531009;"5 Law & policy";"no"
"2748";"Zaedyus_pichiy";801;5,931752704;"2 Land/water management";"no"
"2749";"Zaedyus_pichiy";801;5,931752704;"3 Species management";"no"
"2751";"Zaedyus_pichiy";801;5,931752704;"4 Education & awareness";"no"
"512";"Coelops_robinsoni";802;5,929650099;"2 Land/water management";"no"
"713";"Ectophylla_alba";803;5,92794798;"2 Land/water management";"no"
"2248";"Scaptochirus_moschatus";804;5,917159127;"None";"no"
"278";"Brachytarsomys_villosa";805;5,913774142;"1 Land/water protection";"no"
"279";"Brachytarsomys_villosa";805;5,913774142;"2 Land/water management";"no"
"280";"Brachytarsomys_villosa";805;5,913774142;"4 Education & awareness";"no"
"1529";"Neovison_vison";806;5,913292264;"None";"no"
"1253";"Massoutiera_mzabi";807;5,906219701;"None";"no"
"404";"Cercopithecus_hamlyni";808;5,904041;"2 Land/water management";"no"
"405";"Cercopithecus_hamlyni";808;5,904041;"3 Species management";"no"
"1418";"Myospalax_myospalax";809;5,902169819;"2 Land/water management";"no"
"1419";"Myospalax_myospalax";809;5,902169819;"3 Species management";"no"
"1421";"Myospalax_myospalax";809;5,902169819;"4 Education & awareness";"no"
"1423";"Myospalax_myospalax";809;5,902169819;"5 Law & policy";"no"
"820";"Galea_comes";810;5,890453093;"None";"no"
