"";"species";"range_size"
"4814";"Rhinolophus_malayanus";2085970,54100804
"4815";"Rhinolophus_marshalli";949861,58563759
"4816";"Rhinolophus_megaphyllus";1815911,85489539
"4817";"Rhinolophus_mehelyi";3585261,86735757
"4818";"Rhinolophus_mitratus";9312,36848664304
"4819";"Rhinolophus_montanus";37249,4739465721
"4820";"Rhinolophus_nereis";46561,8424332152
"4821";"Rhinolophus_osgoodi";37249,4739465721
"4822";"Rhinolophus_paradoxolophus";661178,162551656
"4823";"Rhinolophus_pearsonii";4060192,66017636
"4824";"Rhinolophus_philippinensis";912612,111691018
"4825";"Rhinolophus_pusillus";6071664,25329126
"4826";"Rhinolophus_rex";176935,001246218
"4827";"Rhinolophus_robinsoni";167622,632759575
"4828";"Rhinolophus_rouxii";1704163,43305568
"4829";"Rhinolophus_rufus";242121,580652719
"4830";"Rhinolophus_ruwenzorii";83811,3163797873
"4831";"Rhinolophus_sakejiensis";18624,7369732861
"4832";"Rhinolophus_sedulus";1164046,06083038
"4833";"Rhinolophus_shameli";1042985,27050402
"4834";"Rhinolophus_shortridgei";2141844,7519279
"4835";"Rhinolophus_siamensis";456306,055845509
"4836";"Rhinolophus_silvestris";232809,212166076
"4837";"Rhinolophus_simulator";2914771,33631927
"4838";"Rhinolophus_sinicus";2914771,33631927
"4839";"Rhinolophus_stheno";3184830,02243192
"4840";"Rhinolophus_subbadius";251433,949139362
"4841";"Rhinolophus_subrufus";595991,583145154
"4842";"Rhinolophus_swinnyi";1946285,01370839
"4843";"Rhinolophus_thomasi";1797287,11792211
"4844";"Rhinolophus_trifoliatus";2290842,64771419
"4845";"Rhinolophus_virgo";847425,532284516
"4846";"Rhinolophus_yunanensis";717052,373471514
"4847";"Rhinolophus_ziama";18624,7369732861
"4848";"Rhinonicteris_aurantia";1182670,79780367
"4849";"Rhinophylla_alethina";288683,423085934
"4850";"Rhinophylla_fischerae";5214926,3525201
"4851";"Rhinophylla_pumilio";9312368,48664303
"4852";"Rhinopithecus_avunculus";74498,9478931443
"4853";"Rhinopithecus_bieti";93123,6848664304
"4854";"Rhinopithecus_brelichi";9312,36848664304
"4855";"Rhinopithecus_roxellana";446993,687358866
"4856";"Rhinopithecus_strykeri";9312,36848664304
"4857";"Rhinopoma_hardwickii";19388351,1891908
"4858";"Rhinopoma_macinnesi";0
"4859";"Rhinopoma_microphyllum";9154058,2223701
"4860";"Rhinopoma_muscatellum";884675,006231088
"4861";"Rhinosciurus_laticaudatus";1517916,06332281
"4862";"Rhipidomys_austrinus";335245,265519149
"4863";"Rhipidomys_cariri";37249,4739465721
"4864";"Rhipidomys_caucensis";139685,527299646
"4865";"Rhipidomys_couesi";419056,581898937
"4866";"Rhipidomys_emiliae";959173,954124233
"4867";"Rhipidomys_fulviventer";204872,106706147
"4868";"Rhipidomys_gardneri";260746,317626005
"4869";"Rhipidomys_latimanus";493555,529792081
"4870";"Rhipidomys_leucodactylus";5121802,66765367
"4871";"Rhipidomys_macconnelli";400431,844925651
"4872";"Rhipidomys_macrurus";2011471,5931149
"4873";"Rhipidomys_mastacalis";987111,059584162
"4874";"Rhipidomys_modicus";195559,738219504
"4875";"Rhipidomys_nitela";1806599,48640875
"4876";"Rhipidomys_ochrogaster";37249,4739465721
"4877";"Rhipidomys_venezuelae";363182,370979078
"4878";"Rhipidomys_venustus";74498,9478931443
"4879";"Rhipidomys_wetzeli";325932,897032506
"4880";"Rhizomys_pruinosus";3399014,49762471
"4881";"Rhizomys_sinensis";2551588,96534019
"4882";"Rhizomys_sumatrensis";2207031,3313344
"4883";"Rhizoplagiodontia_lemkei";0
"4884";"Rhogeessa_aeneus";260746,317626005
"4885";"Rhogeessa_alleni";428368,95038558
"4886";"Rhogeessa_genowaysi";18624,7369732861
"4887";"Rhogeessa_gracilis";353870,002492435
"4888";"Rhogeessa_hussoni";856737,900771159
"4889";"Rhogeessa_io";5782980,83020533
"4890";"Rhogeessa_minutilla";1005735,79655745
"4891";"Rhogeessa_mira";37249,4739465721
"4892";"Rhogeessa_parvula";810176,058337944
"4893";"Rhogeessa_tumida";838113,163797873
"4894";"Rhombomys_opimus";6043727,14783133
"4895";"Rhynchocyon_chrysopygus";46561,8424332152
"4896";"Rhynchocyon_cirnei";2318779,75317412
"4897";"Rhynchocyon_petersi";158310,264272932
"4898";"Rhynchocyon_udzungwensis";9312,36848664304
"4899";"Rhynchogale_melleri";2663337,38717991
"4900";"Rhyncholestes_raphanurus";130373,158813003
"4901";"Rhynchomeles_prattorum";9312,36848664304
"4902";"Rhynchomys_banahao";9312,36848664304
"4903";"Rhynchomys_isarogensis";9312,36848664304
"4904";"Rhynchomys_soricoides";37249,4739465721
"4905";"Rhynchomys_tapulao";9312,36848664304
"4906";"Rhynchonycteris_naso";12879005,6170273
"4907";"Romerolagus_diazi";27937,1054599291
"4908";"Rousettus_aegyptiacus";7002901,10195556
"4909";"Rousettus_amplexicaudatus";7850326,63424008
"4910";"Rousettus_bidens";437681,318872223
"4911";"Rousettus_celebensis";568054,477685225
"4912";"Rousettus_lanosus";661178,162551656
"4913";"Rousettus_leschenaultii";8818812,95685096
"4914";"Rousettus_linduensis";9312,36848664304
"4915";"Rousettus_madagascariensis";651865,794065012
"4916";"Rousettus_obliviosus";37249,4739465721
"4917";"Rousettus_spinalatus";186247,369732861
"4918";"Rubrisciurus_rubriventer";446993,687358866
"4919";"Rucervus_duvaucelii";176935,001246218
"4920";"Rucervus_eldii";288683,423085934
"4921";"Rucervus_schomburgki";0
"4922";"Rungwecebus_kipunji";18624,7369732861
"4923";"Rupicapra_pyrenaica";121060,790326359
"4924";"Rupicapra_rupicapra";1201295,53477695
"4925";"Rusa_alfredi";65186,5794065013
"4926";"Rusa_marianna";577366,846171868
"4927";"Rusa_timorensis";93123,6848664304
"4928";"Rusa_unicolor";9861798,22735498
"4929";"Rusingoryx_atopocranion";0
"4930";"Ruwenzorisorex_suncoides";102436,053353073
"4931";"Saccolaimus_flaviventris";7012213,47044221
"4932";"Saccolaimus_mixtus";176935,001246218
"4933";"Saccolaimus_peli";2654025,01869327
"4934";"Saccolaimus_saccolaimus";4684121,34878145
"4935";"Saccopteryx_antioquensis";55874,2109198582
"4936";"Saccopteryx_bilineata";14285173,2585104
"4937";"Saccopteryx_canescens";7161211,36622849
"4938";"Saccopteryx_gymnura";1005735,79655745
"4939";"Saccopteryx_leptura";13670556,938392
"4940";"Saccostomus_campestris";6118226,09572447
"4941";"Saccostomus_mearnsi";996423,428070805
"4942";"Saguinus_bicolor";55874,2109198582
"4943";"Saguinus_fuscicollis";2421215,80652719
"4944";"Saguinus_geoffroyi";214184,47519279
"4945";"Saguinus_imperator";391119,476439007
"4946";"Saguinus_inustus";605303,951631797
"4947";"Saguinus_labiatus";577366,846171868
"4948";"Saguinus_leucopus";148997,895786289
"4949";"Saguinus_martinsi";102436,053353073
"4950";"Saguinus_melanoleucus";130373,158813003
"4951";"Saguinus_midas";1117484,21839716
"4952";"Saguinus_mystax";856737,900771159
"4953";"Saguinus_niger";847425,532284516
"4954";"Saguinus_nigricollis";437681,318872223
"4955";"Saguinus_oedipus";148997,895786289
"4956";"Saguinus_tripartitus";93123,6848664304
"4957";"Saiga_tatarica";1275794,4826701
"4958";"Saimiri_boliviensis";1806599,48640875
"4959";"Saimiri_oerstedii";55874,2109198582
"4960";"Saimiri_sciureus";5345299,5113331
"4961";"Saimiri_ustus";1154733,69234374
"4962";"Saimiri_vanzolinii";37249,4739465721
"4963";"Salanoia_concolor";93123,6848664304
"4964";"Salinomys_delicatus";121060,790326359
"4965";"Salpingotulus_michaelis";18624,7369732861
"4966";"Salpingotus_crassicauda";1927660,27673511
"4967";"Salpingotus_heptneri";93123,6848664304
"4968";"Salpingotus_kozlovi";2216343,69982104
"4969";"Salpingotus_pallidus";195559,738219504
"4970";"Sangamona_fugitiva";0
"4971";"Santamartamys_rufodorsalis";9312,36848664304
"4972";"Sapajus_apella";4004318,44925651
"4973";"Sapajus_cay";949861,58563759
"4974";"Sapajus_flavius";204872,106706147
"4975";"Sapajus_libidinosus";3194142,39091856
"4976";"Sapajus_macrocephalus";3073081,6005922
"4977";"Sapajus_nigritus";1210607,90326359
"4978";"Sapajus_robustus";232809,212166076
"4979";"Sapajus_xanthosternos";689115,268011585
"4980";"Sarcophilus_harrisii";167622,632759575
"4981";"Sauromys_petrophilus";1340981,0620766
"4982";"Saxatilomys_paulinae";37249,4739465721
"4983";"Scalopus_aquaticus";4311626,60931573
"4984";"Scapanulus_oweni";558742,109198582
"4985";"Scapanus_latimanus";605303,951631797
"4986";"Scapanus_orarius";549429,740711939
"4987";"Scapanus_townsendii";260746,317626005
"4988";"Scapteromys_aquaticus";474930,792818795
"4989";"Scapteromys_tumidus";474930,792818795
"4990";"Scaptochirus_moschatus";1611039,74818925
"4991";"Scaptonyx_fusicaudus";1247857,37721017
"4992";"Scelidodon_chiliensis";0
"4993";"Scelidotherium_leptocephalum";0
"4994";"Sciurillus_pusillus";1434104,74694303
"4995";"Sciurocheirus_alleni";204872,106706147
"4996";"Sciurocheirus_gabonensis";940549,217150947
"4997";"Sciurotamias_davidianus";1881098,43430189
"4998";"Sciurotamias_forresti";484243,161305438
"4999";"Sciurus_aberti";651865,794065012
"5000";"Sciurus_aestuans";7971387,42456644
"5001";"Sciurus_alleni";130373,158813003
"5002";"Sciurus_anomalus";1322356,32510331
"5003";"Sciurus_arizonensis";148997,895786289
"5004";"Sciurus_aureogaster";949861,58563759
"5005";"Sciurus_carolinensis";5121802,66765367
"5006";"Sciurus_colliaei";270058,686112648
"5007";"Sciurus_deppei";1061610,00747731
"5008";"Sciurus_flammifer";223496,843679433
"5009";"Sciurus_gilvigularis";1769350,01246218
"5010";"Sciurus_granatensis";1573790,27424267
"5011";"Sciurus_griseus";735677,1104448
"5012";"Sciurus_ignitus";1964909,75068168
"5013";"Sciurus_igniventris";3436263,97157128
"5014";"Sciurus_lis";521492,63525201
"5015";"Sciurus_nayaritensis";446993,687358866
"5016";"Sciurus_niger";5317362,40587317
"5017";"Sciurus_oculatus";214184,47519279
"5018";"Sciurus_pucheranii";512180,266765367
"5019";"Sciurus_pyrrhinus";83811,3163797873
"5020";"Sciurus_richmondi";74498,9478931443
"5021";"Sciurus_sanborni";102436,053353073
"5022";"Sciurus_spadiceus";3846008,18498357
"5023";"Sciurus_stramineus";335245,265519149
"5024";"Sciurus_variegatoides";670490,531038299
"5025";"Sciurus_vulgaris";24398405,4350048
"5026";"Sciurus_yucatanensis";353870,002492435
"5027";"Scleronycteris_ega";1257169,74569681
"5028";"Scolomys_melanops";223496,843679433
"5029";"Scolomys_ucayalensis";307308,16005922
"5030";"Scoteanax_rueppellii";717052,373471514
"5031";"Scotinomys_teguina";372494,739465721
"5032";"Scotinomys_xerampelinus";37249,4739465721
"5033";"Scotoecus_albofuscus";3957756,60682329
"5034";"Scotoecus_hirundo";6146163,2011844
"5035";"Scotoecus_pallidus";400431,844925651
"5036";"Scotomanes_ornatus";3436263,97157128
"5037";"Scotonycteris_ophiodon";707740,004984871
"5038";"Scotonycteris_zenkeri";2626087,91323334
"5039";"Scotophilus_borbonicus";0
"5040";"Scotophilus_celebensis";437681,318872223
"5041";"Scotophilus_collinus";679802,899524942
"5042";"Scotophilus_dinganii";12916255,0909739
"5043";"Scotophilus_heathii";7058775,31287542
"5044";"Scotophilus_kuhlii";8539441,90225166
"5045";"Scotophilus_leucogaster";6714217,67886963
"5046";"Scotophilus_marovaza";195559,738219504
"5047";"Scotophilus_nigrita";2849584,75691277
"5048";"Scotophilus_nucella";130373,158813003
"5049";"Scotophilus_nux";1527228,43180946
"5050";"Scotophilus_robustus";595991,583145154
"5051";"Scotophilus_tandrefana";158310,264272932
"5052";"Scotophilus_viridis";6053039,51631797
"5053";"Scotorepens_balstoni";5615358,19744575
"5054";"Scotorepens_greyii";4879681,08700095
"5055";"Scotorepens_orion";577366,846171868
"5056";"Scotorepens_sanborni";1545853,16878274
"5057";"Scotozous_dormeri";2309467,38468747
"5058";"Scutisorex_somereni";633241,057091726
"5059";"Sekeetamys_calurus";446993,687358866
"5060";"Selevinia_betpakdalaensis";484243,161305438
"5061";"Semnopithecus_ajax";18624,7369732861
"5062";"Semnopithecus_dussumieri";1517916,06332281
"5063";"Semnopithecus_entellus";791551,321364658
"5064";"Semnopithecus_hector";270058,686112648
"5065";"Semnopithecus_hypoleucos";102436,053353073
"5066";"Semnopithecus_priam";474930,792818795
"5067";"Semnopithecus_schistaceus";623928,688605083
"5068";"Setifer_setosus";847425,532284516
"5069";"Setonix_brachyurus";111748,421839716
"5070";"Sicista_armenica";9312,36848664304
"5071";"Sicista_betulina";8315945,05857223
"5072";"Sicista_caucasica";37249,4739465721
"5073";"Sicista_caudata";521492,63525201
"5074";"Sicista_concolor";893987,374717731
"5075";"Sicista_kazbegica";37249,4739465721
"5076";"Sicista_kluchorica";55874,2109198582
"5077";"Sicista_napaea";270058,686112648
"5078";"Sicista_pseudonapaea";93123,6848664304
"5079";"Sicista_severtzovi";605303,951631797
"5080";"Sicista_strandi";1024360,53353073
"5081";"Sicista_subtilis";4134691,60806951
"5082";"Sicista_tianshanica";726364,741958157
"5083";"Sigmodon_alleni";316620,528545863
"5084";"Sigmodon_alstoni";1601727,3797026
"5085";"Sigmodon_arizonae";614616,32011844
"5086";"Sigmodon_fulviventer";810176,058337944
"5087";"Sigmodon_hirsutus";1378230,53602317
"5088";"Sigmodon_hispidus";3333827,91821821
"5089";"Sigmodon_inopinatus";65186,5794065013
"5090";"Sigmodon_leucotis";549429,740711939
"5091";"Sigmodon_mascotensis";428368,95038558
"5092";"Sigmodon_ochrognathus";698427,636498228
"5093";"Sigmodon_peruanus";279371,054599291
"5094";"Sigmodon_planifrons";55874,2109198582
"5095";"Sigmodon_toltecus";754301,847418086
"5096";"Sigmodontomys_alfari";912612,111691018
"5097";"Sigmodontomys_aphrastus";46561,8424332152
"5098";"Simias_concolor";65186,5794065013
"5099";"Simosthenurus_maddocki";0
"5100";"Simosthenurus_occidentalis";0
"5101";"Simosthenurus_pales";0
"5102";"Sinomegaceros_ordosianus";0
"5103";"Sinomegaceros_yabei";0
"5104";"Sivacobus_sankaliai";0
"5105";"Smilodon_fatalis";0
"5106";"Smilodon_populator";0
"5107";"Sminthopsis_aitkeni";9312,36848664304
"5108";"Sminthopsis_archeri";176935,001246218
"5109";"Sminthopsis_bindi";130373,158813003
"5110";"Sminthopsis_butleri";46561,8424332152
"5111";"Sminthopsis_crassicaudata";4795869,77062116
"5112";"Sminthopsis_dolichura";856737,900771159
"5113";"Sminthopsis_douglasi";130373,158813003
"5114";"Sminthopsis_fuliginosus";65186,5794065013
"5115";"Sminthopsis_gilberti";148997,895786289
"5116";"Sminthopsis_granulipes";279371,054599291
"5117";"Sminthopsis_griseoventer";335245,265519149
"5118";"Sminthopsis_hirtipes";1452729,48391631
"5119";"Sminthopsis_leucopus";409744,213412294
"5120";"Sminthopsis_longicaudata";1024360,53353073
"5121";"Sminthopsis_macroura";4954180,03489409
"5122";"Sminthopsis_murina";1760037,64397553
"5123";"Sminthopsis_ooldea";1415480,00996974
"5124";"Sminthopsis_psammophila";93123,6848664304
"5125";"Sminthopsis_virginiae";940549,217150947
"5126";"Sminthopsis_youngsoni";1825224,22338204
"5127";"Smutsia_gigantea";4209190,55596265
"5128";"Smutsia_temminckii";8176259,53127259
"5129";"Soergelia_minor";0
"5130";"Solenodon_cubanus";18624,7369732861
"5131";"Solenodon_marcanoi";0
"5132";"Solenodon_paradoxus";121060,790326359
"5133";"Solisorex_pearsoni";9312,36848664304
"5134";"Solomys_ponceleti";74498,9478931443
"5135";"Solomys_salamonis";9312,36848664304
"5136";"Solomys_salebrosus";74498,9478931443
"5137";"Solomys_sapientis";27937,1054599291
"5138";"Solomys_spriggsarum";0
"5139";"Sommeromys_macrorhinos";37249,4739465721
"5140";"Sooretamys_angouya";1834536,59186868
"5141";"Sorex_alaskanus";18624,7369732861
"5142";"Sorex_alpinus";968486,322610876
"5143";"Sorex_antinorii";540117,372225296
"5144";"Sorex_araneus";15458531,6878274
"5145";"Sorex_arcticus";5457047,93317282
"5146";"Sorex_arizonae";148997,895786289
"5147";"Sorex_arunchi";46561,8424332152
"5148";"Sorex_asper";530805,003738653
"5149";"Sorex_bairdi";93123,6848664304
"5150";"Sorex_bedfordiae";875362,637744445
"5151";"Sorex_bendirii";391119,476439007
"5152";"Sorex_buchariensis";111748,421839716
"5153";"Sorex_caecutiens";20235776,7214753
"5154";"Sorex_camtschatica";903299,743204375
"5155";"Sorex_cansulus";55874,2109198582
"5156";"Sorex_cinereus";14108238,2572642
"5157";"Sorex_coronatus";1313043,95661667
"5158";"Sorex_cylindricauda";614616,32011844
"5159";"Sorex_daphaenodon";10271542,4407673
"5160";"Sorex_dispar";735677,1104448
"5161";"Sorex_emarginatus";121060,790326359
"5162";"Sorex_excelsus";391119,476439007
"5163";"Sorex_fumeus";2132532,38344125
"5164";"Sorex_gracillimus";1871786,06581525
"5165";"Sorex_granarius";214184,47519279
"5166";"Sorex_haydeni";1434104,74694303
"5167";"Sorex_hosonoi";74498,9478931443
"5168";"Sorex_hoyi";8846750,06231089
"5169";"Sorex_isodon";14387609,3118635
"5170";"Sorex_ixtlanensis";93123,6848664304
"5171";"Sorex_jacksoni";46561,8424332152
"5172";"Sorex_kozlovi";9312,36848664304
"5173";"Sorex_leucogaster";18624,7369732861
"5174";"Sorex_longirostris";2030096,33008818
"5175";"Sorex_lyelli";46561,8424332152
"5176";"Sorex_macrodon";55874,2109198582
"5177";"Sorex_maritimensis";167622,632759575
"5178";"Sorex_mediopua";158310,264272932
"5179";"Sorex_merriami";2216343,69982104
"5180";"Sorex_milleri";37249,4739465721
"5181";"Sorex_minutissimus";20030904,6147692
"5182";"Sorex_minutus";17330317,7536427
"5183";"Sorex_mirabilis";661178,162551656
"5184";"Sorex_monticolus";6695592,94189634
"5185";"Sorex_nanus";1285106,85115674
"5186";"Sorex_neomexicanus";55874,2109198582
"5187";"Sorex_oreopolus";65186,5794065013
"5188";"Sorex_orizabae";148997,895786289
"5189";"Sorex_ornatus";428368,95038558
"5190";"Sorex_pacificus";195559,738219504
"5191";"Sorex_palustris";8437005,84889859
"5192";"Sorex_planiceps";121060,790326359
"5193";"Sorex_portenkoi";232809,212166076
"5194";"Sorex_preblei";931236,848664304
"5195";"Sorex_pribilofensis";9312,36848664304
"5196";"Sorex_raddei";484243,161305438
"5197";"Sorex_roboratus";10802347,4445059
"5198";"Sorex_rohweri";111748,421839716
"5199";"Sorex_samniticus";325932,897032506
"5200";"Sorex_satunini";717052,373471514
"5201";"Sorex_saussurei";288683,423085934
"5202";"Sorex_sclateri";18624,7369732861
"5203";"Sorex_shinto";232809,212166076
"5204";"Sorex_sinalis";232809,212166076
"5205";"Sorex_sonomae";260746,317626005
"5206";"Sorex_stizodon";9312,36848664304
"5207";"Sorex_tenellus";148997,895786289
"5208";"Sorex_thibetanus";428368,95038558
"5209";"Sorex_trowbridgii";717052,373471514
"5210";"Sorex_tundrensis";18829609,0799922
"5211";"Sorex_ugyunak";2383966,33258062
"5212";"Sorex_unguiculatus";1881098,43430189
"5213";"Sorex_vagrans";1583102,64272932
"5214";"Sorex_ventralis";186247,369732861
"5215";"Sorex_veraecrucis";754301,847418086
"5216";"Sorex_veraepacis";297995,791572577
"5217";"Sorex_volnuchini";828800,79531123
"5218";"Sorex_yukonicus";148997,895786289
"5219";"Soricomys_kalinga";18624,7369732861
"5220";"Soricomys_musseri";65186,5794065013
"5221";"Soriculus_nigrescens";409744,213412294
"5222";"Sotalia_fluviatilis";2477090,01744705
"5223";"Sotalia_guianensis";3305890,81275828
"5224";"Sousa_chinensis";21725755,6793382
"5225";"Sousa_teuszii";2356029,22712069
"5226";"Spalacopus_cyanus";232809,212166076
"5227";"Spalax_arenarius";46561,8424332152
"5228";"Spalax_ehrenbergi";903299,743204375
"5229";"Spalax_giganteus";83811,3163797873
"5230";"Spalax_graecus";148997,895786289
"5231";"Spalax_leucodon";903299,743204375
"5232";"Spalax_microphthalmus";1015048,16504409
"5233";"Spalax_nehringi";884675,006231088
"5234";"Spalax_uralensis";242121,580652719
"5235";"Spalax_zemni";279371,054599291
"5236";"Spelaeomys_florensis";0
"5237";"Speothos_venaticus";12953504,5649205
"5238";"Spermophilopsis_leptodactylus";1769350,01246218
"5239";"Spermophilus_alashanicus";810176,058337944
"5240";"Spermophilus_brevicauda";875362,637744445
"5241";"Spermophilus_citellus";847425,532284516
"5242";"Spermophilus_dauricus";1834536,59186868
"5243";"Spermophilus_erythrogenys";2672649,75566655
"5244";"Spermophilus_fulvus";2970645,54723913
"5245";"Spermophilus_major";1042985,27050402
"5246";"Spermophilus_musicus";46561,8424332152
"5247";"Spermophilus_pallidicauda";1350293,43056324
"5248";"Spermophilus_pygmaeus";2402591,0695539
"5249";"Spermophilus_ralli";111748,421839716
"5250";"Spermophilus_relictus";381807,107952364
"5251";"Spermophilus_suslicus";1164046,06083038
"5252";"Spermophilus_taurensis";83811,3163797873
"5253";"Spermophilus_xanthoprymnus";623928,688605083
"5254";"Sphaerias_blanfordi";968486,322610876
"5255";"Sphaeronycteris_toxophyllum";5103177,93068038
"5256";"Spilocuscus_kraemeri";83811,3163797873
"5257";"Spilocuscus_maculatus";1583102,64272932
"5258";"Spilocuscus_papuensis";18624,7369732861
"5259";"Spilocuscus_rufoniger";363182,370979078
"5260";"Spilocuscus_wilsoni";27937,1054599291
"5261";"Spilogale_angustifrons";1219920,27175024
"5262";"Spilogale_gracilis";4693433,71726809
"5263";"Spilogale_putorius";3715635,02617057
"5264";"Spilogale_pygmaea";335245,265519149
"5265";"Spirocerus_kiakhtensis";0
"5266";"Srilankamys_ohiensis";18624,7369732861
"5267";"Steatomys_bocagei";838113,163797873
"5268";"Steatomys_caurinus";1415480,00996974
"5269";"Steatomys_cuppedius";1387542,90450981
"5270";"Steatomys_jacksoni";27937,1054599291
"5271";"Steatomys_krebsii";1499291,32634953
"5272";"Steatomys_opimus";987111,059584162
"5273";"Steatomys_parvus";1657601,59062246
"5274";"Steatomys_pratensis";4581685,29542837
"5275";"Stegodon_florensis";0
"5276";"Stegodon_orientalis";0
"5277";"Stegodon_trigonocephalus";0
"5278";"Stenella_attenuata";220526198,132194
"5279";"Stenella_clymene";32369792,8595712
"5280";"Stenella_coeruleoalba";265579436,870573
"5281";"Stenella_frontalis";51478772,9941627
"5282";"Stenella_longirostris";208550492,258371
"5283";"Steno_bredanensis";221233938,137179
"5284";"Stenocephalemys_albipes";614616,32011844
"5285";"Stenocephalemys_albocaudata";55874,2109198582
"5286";"Stenocephalemys_griseicauda";195559,738219504
"5287";"Stenocephalemys_ruppi";18624,7369732861
"5288";"Stenoderma_rufum";46561,8424332152
"5289";"Stephanorhinus_hemitoechus";0
"5290";"Stephanorhinus_kirchbergensis";0
"5291";"Sthenurus_andersoni";0
"5292";"Sthenurus_atlas";0
"5293";"Sthenurus_stirlingi";0
"5294";"Sthenurus_tindalei";0
"5295";"Stochomys_longicaudatus";2337404,4901474
"5296";"Stockoceros_conklingi";0
"5297";"Strigocuscus_celebensis";465618,424332152
"5298";"Strigocuscus_pelengensis";65186,5794065013
"5299";"Sturnira_aratathomasi";186247,369732861
"5300";"Sturnira_bidens";1136108,95537045
"5301";"Sturnira_bogotensis";959173,954124233
"5302";"Sturnira_erythromos";3426951,60308464
"5303";"Sturnira_koopmanhilli";176935,001246218
"5304";"Sturnira_lilium";17339630,1221293
"5305";"Sturnira_ludovici";1657601,59062246
"5306";"Sturnira_luisi";893987,374717731
"5307";"Sturnira_magna";2020783,96160154
"5308";"Sturnira_mistratensis";9312,36848664304
"5309";"Sturnira_mordax";93123,6848664304
"5310";"Sturnira_nana";27937,1054599291
"5311";"Sturnira_oporaphilum";1545853,16878274
"5312";"Sturnira_perla";46561,8424332152
"5313";"Sturnira_sorianoi";93123,6848664304
"5314";"Sturnira_tildae";11714959,5561969
"5315";"Styloctenium_mindorensis";9312,36848664304
"5316";"Styloctenium_wallacei";456306,055845509
"5317";"Stylodipus_andrewsi";1480666,58937624
"5318";"Stylodipus_sungorus";167622,632759575
"5319";"Stylodipus_telum";2421215,80652719
"5320";"Suncus_aequatorius";9312,36848664304
"5321";"Suncus_ater";18624,7369732861
"5322";"Suncus_dayi";27937,1054599291
"5323";"Suncus_etruscus";6788716,62676277
"5324";"Suncus_fellowesgordoni";9312,36848664304
"5325";"Suncus_hosei";55874,2109198582
"5326";"Suncus_hututsi";83811,3163797873
"5327";"Suncus_infinitesimus";344557,634005792
"5328";"Suncus_lixus";2095282,90949468
"5329";"Suncus_madagascariensis";782238,952878015
"5330";"Suncus_malayanus";344557,634005792
"5331";"Suncus_megalura";5633982,93441904
"5332";"Suncus_mertensi";9312,36848664304
"5333";"Suncus_montanus";93123,6848664304
"5334";"Suncus_murinus";11705647,1877103
"5335";"Suncus_remyi";232809,212166076
"5336";"Suncus_stoliczkanus";1778662,38094882
"5337";"Suncus_varilla";2588838,43928676
"5338";"Suncus_zeylanicus";46561,8424332152
"5339";"Sundamys_infraluteus";325932,897032506
"5340";"Sundamys_maxi";46561,8424332152
"5341";"Sundamys_muelleri";2337404,4901474
"5342";"Sundasciurus_brookei";484243,161305438
"5343";"Sundasciurus_davensis";9312,36848664304
"5344";"Sundasciurus_fraterculus";65186,5794065013
"5345";"Sundasciurus_hippurus";1955597,38219504
"5346";"Sundasciurus_hoogstraali";27937,1054599291
"5347";"Sundasciurus_jentinki";186247,369732861
"5348";"Sundasciurus_juvencus";46561,8424332152
"5349";"Sundasciurus_lowii";2076658,1725214
"5350";"Sundasciurus_mindanensis";223496,843679433
"5351";"Sundasciurus_moellendorffi";27937,1054599291
"5352";"Sundasciurus_philippinensis";335245,265519149
"5353";"Sundasciurus_rabori";9312,36848664304
"5354";"Sundasciurus_samarensis";74498,9478931443
"5355";"Sundasciurus_steerii";46561,8424332152
"5356";"Sundasciurus_tenuis";1871786,06581525
"5357";"Surdisorex_norae";18624,7369732861
"5358";"Surdisorex_polulus";9312,36848664304
"5359";"Surdisorex_schlitteri";9312,36848664304
"5360";"Suricata_suricatta";2244280,80528097
"5361";"Sus_ahoenobarbus";111748,421839716
"5362";"Sus_barbatus";1182670,79780367
"5363";"Sus_brachgnathus";0
"5364";"Sus_bucculentus";0
"5365";"Sus_cebifrons";93123,6848664304
"5366";"Sus_celebensis";502867,898278724
"5367";"Sus_oliveri";37249,4739465721
"5368";"Sus_philippensis";456306,055845509
"5369";"Sus_scrofa";35219377,616484
"5370";"Sus_verrucosus";111748,421839716
"5371";"Syconycteris_australis";2365341,59560733
"5372";"Syconycteris_carolinae";93123,6848664304
"5373";"Syconycteris_hobbit";65186,5794065013
"5374";"Sylvicapra_grimmia";15421282,2138809
"5375";"Sylvilagus_aquaticus";1219920,27175024
"5376";"Sylvilagus_audubonii";4665496,61180816
"5377";"Sylvilagus_bachmani";875362,637744445
"5378";"Sylvilagus_brasiliensis";12106079,0326359
"5379";"Sylvilagus_cognatus";18624,7369732861
"5380";"Sylvilagus_cunicularius";521492,63525201
"5381";"Sylvilagus_dicei";37249,4739465721
"5382";"Sylvilagus_floridanus";9358930,32907625
"5383";"Sylvilagus_graysoni";18624,7369732861
"5384";"Sylvilagus_insonus";9312,36848664304
"5385";"Sylvilagus_mansuetus";9312,36848664304
"5386";"Sylvilagus_nuttallii";2532964,22836691
"5387";"Sylvilagus_obscurus";307308,16005922
"5388";"Sylvilagus_palustris";623928,688605083
"5389";"Sylvilagus_robustus";130373,158813003
"5390";"Sylvilagus_transitionalis";130373,158813003
"5391";"Sylvilagus_varynaensis";55874,2109198582
"5392";"Sylvisorex_akaibei";18624,7369732861
