;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
1557;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;1.2;Resource & habitat protection;1 Land/water protection;LC;no
1558;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;2.1;Site/area management;2 Land/water management;LC;no
1559;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;2.2;Invasive/problematic species control;2 Land/water management;LC;no
1560;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;2.3;Habitat & natural process restoration;2 Land/water management;LC;no
1561;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;4.3;Awareness & communications;4 Education & awareness;LC;no
1562;Nyctereutes_procyonoides;0,000242465;4,849056575;4,84929904;2729,5;1050,5;1206,5;8,795617091;11,84364781;0,000127258;0,000160058;4,849125;93,09951344;Carnivora;Canidae;Nyctereutes;procyonoides;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4040;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;40;40;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;7868951,371;Nyctereutes procyonoides;Nyctereutes procyonoides;2.1;Site/area management;2 Land/water management;LC;yes
1563;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;1.1;Site/area protection;1 Land/water protection;VU;no
1564;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;1.2;Resource & habitat protection;1 Land/water protection;VU;no
1565;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;2.1;Site/area management;2 Land/water management;VU;no
1566;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;3.1;Species management;3 Species management;VU;no
1567;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;3.1.1;Harvest management;3 Species management;VU;no
1568;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;3.1.2;Trade management;3 Species management;VU;no
1569;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;4.1;Formal education;4 Education & awareness;VU;no
1570;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;5.4;Compliance and enforcement;5 Law & policy;VU;no
1571;Nycticebus_menagensis;0,245026252;4,655498785;4,900525037;947;1109;1191;11,06699648;12,47267513;0,000248301;0,000317159;4,88752;93,17780932;Primates;Lorisidae;Nycticebus;menagensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;803,5;Assumed isometric based on head-body length;Journal of Biogeography 35: 1087-1094 (2008);Nycticebus_coucang;Journal of Biogeography 35: 1087-1094 (2008);Occurs on large land bridge islands;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;1098859,481;Nycticebus menagensis;Nycticebus menagensis;5.4.2;National level;5 Law & policy;VU;no
1572;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;1.1;Site/area protection;1 Land/water protection;VU;no
1573;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;2.1;Site/area management;2 Land/water management;VU;no
1574;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;3.1;Species management;3 Species management;VU;no
1575;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;3.1.1;Harvest management;3 Species management;VU;no
1576;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;3.1.2;Trade management;3 Species management;VU;no
1577;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;4.3;Awareness & communications;4 Education & awareness;VU;no
1578;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;5.4;Compliance and enforcement;5 Law & policy;VU;no
1579;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;5.4.1;International level;5 Law & policy;VU;no
1580;Nycticebus_pygmaeus;0,491273826;9,334202701;9,825476527;729;400;429;14,60707962;20,16455275;0,000403427;0,000513772;9,82477;93,18045423;Primates;Lorisidae;Nycticebus;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;900;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;20;40;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;838113,1638;Nycticebus pygmaeus;Nycticebus pygmaeus;5.4.2;National level;5 Law & policy;VU;no
1581;Nycticeinops_schlieffeni;0,000233774;4,675241226;4,675475;2763;1096;1268;6,090012306;7,453557047;4,80E-07;7,08E-07;4,675475;88,39352502;Chiroptera;Vespertilionidae;Nycticeinops;schlieffeni;0;0;0;1;Taxonomic;PHYLACINE 1.2;5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;7654766,896;Nycticeinops schlieffeni;Nycticeinops schlieffeni;none;none;None;LC;no
1582;Nycticeius_cubanus;0,029605491;7,371767369;7,401372861;1510;582;663;16,60284044;16,13806714;1,82E-05;2,58E-05;7,401085;88,82831611;Chiroptera;Vespertilionidae;Nycticeius;cubanus;0;0;0;1;Taxonomic;PHYLACINE 1.2;5,5;Reported;Bioacoustics: The International Journal of Animal Sound and its Recording, 15:175-193 (2005);NA;NA;Occurs only on isolated islands;NT;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;148997,8958;Nycticeius cubanus;Nycticeius cubanus;2.1;Site/area management;2 Land/water management;NT;no
