;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
1519;Neonycteris_pusilla;0,257139;4,885641;5,14278;929;1039;1112;7,367008037;8,362135523;1,91E-06;2,76E-06;5,14278;89,3299958;Chiroptera;Phyllostomidae;Neonycteris;pusilla;0;0;0;1;Taxonomic;PHYLACINE 1.2;7,3;Assumed isometric based on forearm length;Gardner Al. Mammals of South America Volume 1 Marsupial Shrews and Bats (2008);Lonchorhina_aurita;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;DD;No;20;0;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;37249,47395;Neonycteris pusilla;Neonycteris pusilla;2.1;Site/area management;2 Land/water management;VU;no
1520;Neophascogale_lorentzii;0,000246461;4,928969698;4,929216159;2715;1027;1182;7,902987843;7,562015166;0,00020419;0,00022016;4,92917;181,1137119;Dasyuromorphia;Dasyuridae;Neophascogale;lorentzii;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;212;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;LC;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;270058,6861;Neophascogale lorentzii;Neophascogale lorentzii;none;none;None;LC;no
1521;Neotamias_minimus;0,000396977;7,939148029;7,939545006;2355;516;588;9,137974345;11,31724515;1,43E-05;1,93E-05;7,939545;86,77782265;Rodentia;Sciuridae;Neotamias;minimus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;135,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;6630406,362;Neotamias minimus;Neotamias minimus;none;none;None;LC;no
1522;Neotetracus_sinensis;0,000544137;10,88219982;10,88274396;2214;316;370;17,16344697;16,6985631;0,000473327;0,00059801;10,860935;94,7353929;Eulipotyphla;Erinaceidae;Neotetracus;sinensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;86,9;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;568054,4777;Neotetracus sinensis;Neotetracus sinensis;2.1;Site/area management;2 Land/water management;LC;no
1523;Neotoma_albigula;0,000305205;6,103799795;6,104105;2538;777;883;6,954303436;7,612375831;1,68E-06;2,41E-06;5,65782;77,1334475;Rodentia;Cricetidae;Neotoma;albigula;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;206;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1126796,587;Neotoma albigula;Neotoma albigula;none;none;None;LC;no
1524;Neotoma_cinerea;0,000527222;10,54390778;10,544435;2227;333;387;11,21121925;13,76768451;4,93E-06;6,96E-06;10,544435;77,1554709;Rodentia;Cricetidae;Neotoma;cinerea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;299,2;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;4404750,294;Neotoma cinerea;Neotoma cinerea;none;none;None;LC;no
1525;Neotoma_goldmani;0,000372364;7,446902636;7,447275;2394;573;652;7,968268438;9,124236715;2,46E-06;3,45E-06;6,847785;77,13743306;Rodentia;Cricetidae;Neotoma;goldmani;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;198;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;297995,7916;Neotoma goldmani;Neotoma goldmani;none;none;None;LC;no
1526;Neotoma_mexicana;0,000397742;7,954435758;7,9548335;2354;515;586;8,007566462;9,69339433;2,59E-06;3,64E-06;6,71072;77,14132084;Rodentia;Cricetidae;Neotoma;mexicana;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;203;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2411903,438;Neotoma mexicana;Neotoma mexicana;none;none;None;LC;no
1527;Neotoma_stephensi;0,000358684;7,173311569;7,173670253;2419;612;697;8,046646916;9,711817471;2,45E-06;3,43E-06;6,45404;77,14404842;Rodentia;Cricetidae;Neotoma;stephensi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;152,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;372494,7395;Neotoma stephensi;Neotoma stephensi;none;none;None;LC;no
1528;Neotomodon_alstoni;0,000241493;4,829626007;4,8298675;2737;1058;1217;7,052588394;7,471347978;6,49E-07;9,29E-07;4,72662;77,01504517;Rodentia;Cricetidae;Neotomodon;alstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;40;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;40;10;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;121060,7903;Neotomodon alstoni;Neotomodon alstoni;none;none;None;LC;no
1529;Neovison_vison;0,000295679;5,913292264;5,913587943;2559;806;924;6,33604332;5,965668633;4,63E-06;6,37E-06;2,821835;92,85341442;Carnivora;Mustelidae;Neovison;vison;1;0;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;945;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;90;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;16957823,01;Neovison vison;Neovison vison;none;none;None;LC;no
1530;Nesotragus_moschatus;0,000279998;5,599680007;5,599960005;2604;874;1000;8,306711148;9,382872929;1,57E-05;2,12E-05;5,517585;91,64501868;Cetartiodactyla;Bovidae;Nesotragus;moschatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1974222,119;Nesotragus moschatus;Nesotragus moschatus;2.1;Site/area management;2 Land/water management;LC;yes
1531;Neurotrichus_gibbsii;0,0026;51,9974;52;1931;4;4;52,59406323;66,50878906;0,00249324;0,003009891;52;94,96417424;Eulipotyphla;Talpidae;Neurotrichus;gibbsii;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8,9;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;419056,5819;Neurotrichus gibbsii;Neurotrichus gibbsii;none;none;None;LC;no
1532;Ningaui_ridei;0,000340997;6,819607725;6,819948722;2453;660;748;9,967835608;9,180837197;0,000383812;0,000413219;6,819855;181,134095;Dasyuromorphia;Dasyuridae;Ningaui;ridei;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2719211,598;Ningaui ridei;Ningaui ridei;none;none;None;LC;no
1533;Ningaui_timealeyi;0,000419945;8,398485062;8,398905008;2324;474;541;10,74717581;11,47191971;0,000445998;0,000479573;8,398905;181,1342773;Dasyuromorphia;Dasyuridae;Ningaui;timealeyi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5,7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;419056,5819;Ningaui timealeyi;Ningaui timealeyi;none;none;None;LC;no
1534;Ningaui_yvonneae;0,000346853;6,936719361;6,937066214;2440;641;728;10,02367709;9,187768799;0,000385928;0,000415951;6,93698;181,134095;Dasyuromorphia;Dasyuridae;Ningaui;yvonneae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;642553,4256;Ningaui yvonneae;Ningaui yvonneae;none;none;None;LC;no
1535;Niviventer_langbianis;0,000243653;4,872811347;4,873055;2725;1042;1199;5,75833835;6,24800128;2,87E-07;4,08E-07;4,671705;76,54318238;Rodentia;Muridae;Niviventer;langbianis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;69,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;80;0;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1210607,903;Niviventer langbianis;Niviventer langbianis;1.1;Site/area protection;1 Land/water protection;LC;no
1536;Niviventer_langbianis;0,000243653;4,872811347;4,873055;2725;1042;1199;5,75833835;6,24800128;2,87E-07;4,08E-07;4,671705;76,54318238;Rodentia;Muridae;Niviventer;langbianis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;69,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;80;0;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1210607,903;Niviventer langbianis;Niviventer langbianis;2.1;Site/area management;2 Land/water management;LC;no
1537;Notomys_cervinus;0,0179806;4,4771694;4,49515;1593;1172;1336;3,881978348;4,653393858;4,73E-08;6,83E-08;3,078945;76,39831776;Rodentia;Muridae;Notomys;cervinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;35;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;NT;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;167622,6328;Notomys cervinus;Notomys cervinus;1.1;Site/area protection;1 Land/water protection;NT;no
1538;Notomys_cervinus;0,0179806;4,4771694;4,49515;1593;1172;1336;3,881978348;4,653393858;4,73E-08;6,83E-08;3,078945;76,39831776;Rodentia;Muridae;Notomys;cervinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;35;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;NT;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;167622,6328;Notomys cervinus;Notomys cervinus;1.2;Resource & habitat protection;1 Land/water protection;NT;no
1539;Notomys_cervinus;0,0179806;4,4771694;4,49515;1593;1172;1336;3,881978348;4,653393858;4,73E-08;6,83E-08;3,078945;76,39831776;Rodentia;Muridae;Notomys;cervinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;35;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;NT;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;167622,6328;Notomys cervinus;Notomys cervinus;2.1;Site/area management;2 Land/water management;NT;no
1540;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;1.1;Site/area protection;1 Land/water protection;VU;no
1541;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;2.1;Site/area management;2 Land/water management;VU;no
1542;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.1;Legislation;5 Law & policy;VU;no
1543;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.1.2;National level;5 Law & policy;VU;no
1544;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.1.3;Sub-national level;5 Law & policy;VU;no
1545;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.4;Compliance and enforcement;5 Law & policy;VU;no
1546;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.4.2;National level;5 Law & policy;VU;no
1547;Notopteris_macdonaldi;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;macdonaldi;0;0;0;1;Taxonomic;PHYLACINE 1.2;65,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Notopteris macdonaldi;Notopteris macdonaldi;5.4.3;Sub-national level;5 Law & policy;VU;no
1548;Notopteris_neocaledonica;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;neocaledonica;0;0;0;1;Taxonomic;PHYLACINE 1.2;45,1;Assumed isometric based on forearm length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Notopteris_macdonaldi;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;55874,21092;Notopteris neocaledonica;Notopteris neocaledonica;1.1;Site/area protection;1 Land/water protection;VU;no
1549;Notopteris_neocaledonica;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;neocaledonica;0;0;0;1;Taxonomic;PHYLACINE 1.2;45,1;Assumed isometric based on forearm length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Notopteris_macdonaldi;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;55874,21092;Notopteris neocaledonica;Notopteris neocaledonica;2.1;Site/area management;2 Land/water management;VU;no
1550;Notopteris_neocaledonica;0,291543163;5,539320088;5,83086325;897,5;882,5;951,5;8,722595524;11,27678199;6,12E-05;7,67E-05;5,573635;90,17884108;Chiroptera;Pteropodidae;Notopteris;neocaledonica;0;0;0;1;Taxonomic;PHYLACINE 1.2;45,1;Assumed isometric based on forearm length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Notopteris_macdonaldi;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;55874,21092;Notopteris neocaledonica;Notopteris neocaledonica;4.3;Awareness & communications;4 Education & awareness;VU;no
1551;Notoryctes_caurinus;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;caurinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;34;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;614616,3201;Notoryctes caurinus;Notoryctes caurinus;1.1;Site/area protection;1 Land/water protection;LC;no
1552;Notoryctes_caurinus;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;caurinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;34;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;614616,3201;Notoryctes caurinus;Notoryctes caurinus;1.2;Resource & habitat protection;1 Land/water protection;LC;no
1553;Notoryctes_caurinus;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;caurinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;34;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;614616,3201;Notoryctes caurinus;Notoryctes caurinus;2.1;Site/area management;2 Land/water management;LC;no
1554;Notoryctes_caurinus;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;caurinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;34;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;614616,3201;Notoryctes caurinus;Notoryctes caurinus;2.2;Invasive/problematic species control;2 Land/water management;LC;no
1555;Notoryctes_caurinus;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;caurinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;34;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;614616,3201;Notoryctes caurinus;Notoryctes caurinus;4.3;Awareness & communications;4 Education & awareness;LC;no
1556;Notoryctes_typhlops;0,000445127;8,902089873;8,902535;2295,5;427,5;501,5;34,66528087;36,30660156;0,009676342;0,009933746;8,9;181,6556457;Notoryctemorphia;Notoryctidae;Notoryctes;typhlops;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;55;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1266482,114;Notoryctes typhlops;Notoryctes typhlops;1.1;Site/area protection;1 Land/water protection;LC;no
